#PARAMSTART
#MA: 1.05
#RPA:          1
#RFG:            0
#BIND:           1
#RPAfp0in:     0.33
#RPAfp0ex:     0.45
#RPAf:         1
#RPAfstar:     2.13
#RPApilambda:  1200
#RPAcr0:       2
#RPArholambda: 2500
#RPAgp:        0.63
#RPAxmpi:      139.57
#RPAxmrho:     770
#RPAirel:      1
#Enubin:       0.1
#TABLESTART
0.05  8.67976e-42  2.80649e-40  6.61268e-42  1.02712e-39  0  0  0  0  0  0  0  0 
0.15  4.68697e-40  1.71434e-38  1.74866e-40  6.51414e-39  1.449e-40  1.29474e-38  4.70084e-41  3.85685e-39  0  1.04415e-46  0  5.0824e-47 
0.25  1.93747e-39  3.40061e-38  4.86174e-40  1.53463e-38  1.49283e-39  2.58949e-38  4.0709e-40  7.71369e-39  0  2.0883e-46  0  1.01648e-46 
0.35  3.81706e-39  7.07479e-38  8.12425e-40  2.19192e-38  3.42634e-39  6.16805e-38  7.55185e-40  1.80813e-38  0  4.14526e-46  0  1.97886e-46 
0.45  5.50601e-39  1.06034e-37  1.13284e-39  3.37345e-38  5.18815e-39  1.00566e-37  1.08267e-39  3.15744e-38  0  8.22784e-46  0  3.84953e-46 
0.55  6.81482e-39  1.43705e-37  1.45098e-39  5.02238e-38  6.56253e-39  1.38716e-37  1.41495e-39  4.93204e-38  0  1.63303e-45  0  7.48266e-46 
0.65  7.73758e-39  1.73823e-37  1.75306e-39  6.88932e-38  7.55653e-39  1.71361e-37  1.71845e-39  6.64929e-38  0  3.24099e-45  0  1.45325e-45 
0.75  8.44041e-39  2.12047e-37  2.06205e-39  8.8718e-38  8.25246e-39  2.11703e-37  2.01016e-39  8.88208e-38  0  6.43185e-45  0  2.81995e-45 
0.85  8.82091e-39  2.44577e-37  2.3443e-39  1.10422e-37  8.73443e-39  2.44115e-37  2.30139e-39  1.08275e-37  0  1.27634e-44  0  5.46678e-45 
0.95  9.10216e-39  2.83146e-37  2.62232e-39  1.37776e-37  8.96779e-39  2.76318e-37  2.57377e-39  1.31825e-37  0  2.53262e-44  0  1.05873e-44 
1.05  9.26943e-39  3.10296e-37  2.8529e-39  1.53604e-37  9.21619e-39  3.08921e-37  2.84337e-39  1.55046e-37  0  5.02513e-44  0  2.04822e-44 
1.15  9.36978e-39  3.40908e-37  3.1231e-39  1.7967e-37  9.30885e-39  3.46417e-37  3.07336e-39  1.85312e-37  0  9.97004e-44  0  3.95795e-44 
1.25  9.43865e-39  3.76057e-37  3.32832e-39  2.13924e-37  9.3607e-39  3.77185e-37  3.29954e-39  2.01261e-37  0  1.97796e-43  0  7.63892e-44 
1.35  9.45157e-39  4.15806e-37  3.52406e-39  2.31626e-37  9.37767e-39  4.1382e-37  3.49846e-39  2.33309e-37  0  3.92383e-43  0  1.47239e-43 
1.45  9.39251e-39  4.45139e-37  3.71439e-39  2.52181e-37  9.43524e-39  4.44023e-37  3.6895e-39  2.56222e-37  0  7.78348e-43  0  2.83398e-43 
1.55  9.41756e-39  4.81825e-37  3.91276e-39  2.87402e-37  9.41482e-39  4.6196e-37  3.87475e-39  2.77873e-37  0  1.54386e-42  0  5.44637e-43 
1.65  9.41417e-39  5.01771e-37  4.07261e-39  3.19212e-37  9.38684e-39  5.1103e-37  4.01476e-39  3.0282e-37  0  3.06205e-42  0  1.04496e-42 
