#PARAMSTART
#MA: 1.21
#RPA:          1
#RFG:            0
#BIND:           1
#RPAfp0in:     0.33
#RPAfp0ex:     0.45
#RPAf:         1
#RPAfstar:     2.13
#RPApilambda:  1200
#RPAcr0:       2
#RPArholambda: 2500
#RPAgp:        0.63
#RPAxmpi:      139.57
#RPAxmrho:     777
#RPAirel:      1
#Enubin:       0.1
#TABLESTART
0.05  0  0  1.56644e-40  1.93522e-39  0  0  0  0  0  0  0  0 
0.15  0  0  7.56623e-40  5.8456e-39  0  0  4.98505e-40  1.48552e-39  0  0  0  2.87652e-50 
0.25  0  0  1.308e-39  9.756e-39  0  0  1.1765e-39  5.33782e-39  0  0  0  5.75305e-50 
0.35  0  0  1.80435e-39  1.36663e-38  0  0  1.71788e-39  9.25332e-39  0  0  0  1.15061e-49 
0.45  0  0  2.28084e-39  1.75766e-38  0  0  2.19869e-39  1.31727e-38  0  0  0  2.30122e-49 
0.55  0  0  2.72243e-39  2.1487e-38  0  0  2.64957e-39  1.70907e-38  0  0  0  4.60244e-49 
0.65  0  0  3.13535e-39  2.53974e-38  0  0  3.07571e-39  2.10075e-38  0  0  0  9.20487e-49 
0.75  0  0  3.52627e-39  2.93079e-38  0  0  3.48401e-39  2.49228e-38  0  0  0  1.84097e-48 
0.85  0  0  3.89339e-39  3.32179e-38  0  0  3.8414e-39  2.88371e-38  0  0  0  3.68195e-48 
0.95  0  0  4.23932e-39  3.71287e-38  0  0  4.18558e-39  3.27506e-38  0  0  0  7.3639e-48 
1.05  0  0  4.54522e-39  4.10391e-38  0  0  4.49844e-39  3.66638e-38  0  0  0  1.47278e-47 
1.15  0  0  4.83001e-39  4.49485e-38  0  0  4.80775e-39  4.05768e-38  0  0  0  2.94556e-47 
1.25  0  0  5.10456e-39  4.88599e-38  0  0  5.0635e-39  4.44889e-38  0  0  0  5.89112e-47 
1.35  0  0  5.35441e-39  5.27692e-38  0  0  5.31324e-39  4.84012e-38  0  0  0  1.17822e-46 
1.45  0  0  5.58561e-39  5.66807e-38  0  0  5.53832e-39  5.23131e-38  0  0  0  2.35645e-46 
1.55  0  0  5.82056e-39  6.05905e-38  0  0  5.77014e-39  5.6225e-38  0  0  0  4.7129e-46 
1.65  0  0  6.01041e-39  6.45006e-38  0  0  5.99215e-39  6.01363e-38  0  0  0  9.42579e-46 
1.75  0  0  6.18838e-39  6.84119e-38  0  0  6.1466e-39  6.40479e-38  0  0  0  1.88516e-45 
1.85  0  0  6.36133e-39  7.23219e-38  0  0  6.3062e-39  6.7959e-38  0  0  0  3.77032e-45 
1.95  0  0  6.50564e-39  7.62311e-38  0  0  6.47488e-39  7.18691e-38  0  0  0  7.54063e-45 
2.05  0  0  6.67115e-39  8.0143e-38  0  0  6.65852e-39  7.57814e-38  0  0  0  1.50813e-44 
2.15  0  0  6.80071e-39  8.40512e-38  0  0  6.7939e-39  7.96917e-38  0  0  0  3.01625e-44 
2.25  0  0  6.91027e-39  8.79636e-38  0  0  6.90387e-39  8.36021e-38  0  0  0  6.03251e-44 
2.35  0  0  7.0725e-39  9.18734e-38  0  0  7.04127e-39  8.75131e-38  0  0  0  1.2065e-43 
2.45  0  0  7.16139e-39  9.57845e-38  0  0  7.20734e-39  9.14258e-38  0  0  0  2.413e-43 
2.55  0  0  7.30916e-39  9.96945e-38  0  0  7.26152e-39  9.53352e-38  0  0  0  4.826e-43 
2.65  0  0  7.41063e-39  1.03604e-37  0  0  7.42336e-39  9.9247e-38  0  0  0  9.65201e-43 
2.75  0  0  7.52582e-39  1.07515e-37  0  0  7.48626e-39  1.03154e-37  0  0  0  1.9304e-42 
2.85  0  0  7.6088e-39  1.11424e-37  0  0  7.62417e-39  1.07068e-37  0  0  0  3.8608e-42 
2.95  0  0  7.70592e-39  1.15336e-37  0  0  7.64429e-39  1.1098e-37  0  0  0  7.72161e-42 
3.05  0  0  7.78556e-39  1.19245e-37  0  0  7.76085e-39  1.1489e-37  0  0  0  1.54432e-41 
3.15  0  0  7.91561e-39  1.23157e-37  0  0  7.85752e-39  1.18801e-37  0  0  0  3.08864e-41 
3.25  0  0  7.90674e-39  1.27064e-37  0  0  7.91506e-39  1.22709e-37  0  0  0  6.17729e-41 
3.35  0  0  7.97096e-39  1.30977e-37  0  0  7.97369e-39  1.26621e-37  0  0  0  1.23546e-40 
3.45  0  0  8.08347e-39  1.34886e-37  0  0  8.08463e-39  1.30534e-37  0  0  0  2.47091e-40 
3.55  0  0  8.1355e-39  1.38798e-37  0  0  8.13869e-39  1.34438e-37  0  0  7.74556e-41  4.94183e-40 
3.65  0  0  8.20774e-39  1.42708e-37  0  0  8.16724e-39  1.3835e-37  0  0  1.80252e-40  9.87195e-40 
3.75  0  0  8.24194e-39  1.46614e-37  0  0  8.25766e-39  1.42262e-37  0  0  3.00619e-40  1.5987e-39 
3.85  0  0  8.3306e-39  1.50526e-37  0  0  8.30501e-39  1.46173e-37  0  0  4.33287e-40  2.32622e-39 
3.95  0  0  8.41946e-39  1.5444e-37  0  0  8.41584e-39  1.50083e-37  0  0  5.77819e-40  3.1672e-39 
4.05  0  0  8.46201e-39  1.58344e-37  0  0  8.45776e-39  1.53997e-37  0  0  7.28877e-40  4.11882e-39 
4.15  0  0  8.4663e-39  1.6226e-37  0  0  8.47071e-39  1.57908e-37  0  0  8.78902e-40  5.178e-39 
4.25  0  0  8.56474e-39  1.66169e-37  0  0  8.53733e-39  1.61817e-37  0  0  1.03806e-39  6.34144e-39 
4.35  0  0  8.56994e-39  1.70072e-37  0  0  8.60392e-39  1.65728e-37  0  0  1.19788e-39  7.60569e-39 
4.45  0  0  8.65233e-39  1.73986e-37  0  0  8.60177e-39  1.69635e-37  0  0  1.35708e-39  8.96722e-39 
4.55  0  0  8.69174e-39  1.77903e-37  0  0  8.69207e-39  1.73545e-37  0  0  1.5139e-39  1.04224e-38 
4.65  0  0  8.73846e-39  1.81808e-37  0  0  8.65675e-39  1.77456e-37  0  0  1.67159e-39  1.19677e-38 
4.75  0  0  8.76647e-39  1.8572e-37  0  0  8.73927e-39  1.81371e-37  0  0  1.82991e-39  1.35996e-38 
4.85  0  0  8.8068e-39  1.89633e-37  0  0  8.79006e-39  1.85276e-37  0  0  1.98407e-39  1.53145e-38 
4.95  0  0  8.80544e-39  1.93544e-37  0  0  8.837e-39  1.89189e-37  0  0  2.13675e-39  1.71089e-38 
5.05  0  0  8.87566e-39  1.97455e-37  0  0  8.9142e-39  1.93103e-37  0  0  2.29115e-39  1.89797e-38 
5.15  0  0  8.91034e-39  2.01364e-37  0  0  8.86192e-39  1.97009e-37  0  0  2.42982e-39  2.09236e-38 
5.25  0  0  8.95831e-39  2.05272e-37  0  0  8.91292e-39  2.00915e-37  0  0  2.5759e-39  2.29374e-38 
5.35  0  0  9.00075e-39  2.09176e-37  0  0  8.98297e-39  2.04827e-37  0  0  2.7188e-39  2.50181e-38 
5.45  0  0  9.03673e-39  2.13096e-37  0  0  9.0097e-39  2.08741e-37  0  0  2.86541e-39  2.7163e-38 
5.55  0  0  9.03991e-39  2.17003e-37  0  0  8.9946e-39  2.12651e-37  0  0  2.99595e-39  2.93692e-38 
5.65  0  0  9.04013e-39  2.20905e-37  0  0  9.12082e-39  2.1656e-37  0  0  3.13836e-39  3.1634e-38 
5.75  0  0  9.15071e-39  2.24822e-37  0  0  9.09397e-39  2.20476e-37  0  0  3.26396e-39  3.39551e-38 
5.85  0  0  9.14601e-39  2.28734e-37  0  0  9.09377e-39  2.2438e-37  0  0  3.38332e-39  3.63299e-38 
5.95  0  0  9.16797e-39  2.32644e-37  0  0  9.18905e-39  2.28295e-37  0  0  3.51833e-39  3.87562e-38 
6.05  0  0  9.20383e-39  2.36554e-37  0  0  9.24276e-39  2.32207e-37  0  0  3.63135e-39  4.12318e-38 
6.15  0  0  9.2527e-39  2.40465e-37  0  0  9.21916e-39  2.36098e-37  0  0  3.75597e-39  4.37546e-38 
6.25  0  0  9.21964e-39  2.44369e-37  0  0  9.16492e-39  2.40009e-37  0  0  3.86429e-39  4.63226e-38 
6.35  0  0  9.29854e-39  2.48285e-37  0  0  9.24984e-39  2.43937e-37  0  0  3.99128e-39  4.8934e-38 
6.45  0  0  9.27299e-39  2.52199e-37  0  0  9.30803e-39  2.47845e-37  0  0  4.08806e-39  5.15868e-38 
6.55  0  0  9.30307e-39  2.56108e-37  0  0  9.28658e-39  2.51758e-37  0  0  4.20958e-39  5.42796e-38 
6.65  0  0  9.37031e-39  2.5999e-37  0  0  9.34017e-39  2.55653e-37  0  0  4.3099e-39  5.70105e-38 
6.75  0  0  9.43036e-39  2.63923e-37  0  0  9.33532e-39  2.59577e-37  0  0  4.419e-39  5.9778e-38 
