#PARAMSTART
#MA: 1.05
#RPA:          1
#RFG:            0
#BIND:           1
#RPAfp0in:     0.33
#RPAfp0ex:     0.45
#RPAf:         1
#RPAfstar:     2.13
#RPApilambda:  1200
#RPAcr0:       2
#RPArholambda: 2500
#RPAgp:        0.63
#RPAxmpi:      139.57
#RPAxmrho:     775.4
#RPAirel:      1
#Enubin:       0.1
#EBINDCORR:       1
#TABLESTART
0.05  5.4697e-42  1.36913e-40  1.25646e-42  5.65892e-41  0  0  0  0  0  0  0  0 
0.15  3.43586e-40  1.24175e-38  1.16657e-40  3.661e-39  7.38016e-41  9.24851e-39  1.35735e-41  2.9245e-39  0  3.80855e-46  0  1.51585e-47 
0.25  1.56251e-39  2.46981e-38  4.16491e-40  7.26541e-39  1.1492e-39  1.8497e-38  3.22099e-40  5.849e-39  0  7.6171e-46  0  3.0317e-47 
0.35  3.31599e-39  5.37287e-38  7.75608e-40  1.67256e-38  2.91122e-39  4.84637e-38  7.09574e-40  1.51499e-38  0  1.47108e-45  0  5.94709e-47 
0.45  4.96437e-39  8.68028e-38  1.14022e-39  3.01155e-38  4.63456e-39  7.88403e-38  1.08763e-39  2.88881e-38  0  2.83749e-45  0  1.16616e-46 
0.55  6.25358e-39  1.1758e-37  1.50553e-39  4.62283e-38  6.01498e-39  1.09724e-37  1.45328e-39  4.4568e-38  0  5.46764e-45  0  2.28579e-46 
0.65  7.27264e-39  1.48514e-37  1.86478e-39  6.30472e-38  7.03403e-39  1.44778e-37  1.82335e-39  6.32792e-38  0  1.05247e-44  0  4.47853e-46 
0.75  7.92276e-39  1.7929e-37  2.2031e-39  8.62413e-38  7.73664e-39  1.80332e-37  2.16982e-39  8.26321e-38  0  2.02362e-44  0  8.77096e-46 
0.85  8.33965e-39  2.10552e-37  2.5403e-39  1.09714e-37  8.25979e-39  2.09037e-37  2.50826e-39  1.08353e-37  0  3.88622e-44  0  1.71697e-45 
0.95  8.66472e-39  2.47898e-37  2.86792e-39  1.35723e-37  8.60265e-39  2.39059e-37  2.82152e-39  1.29173e-37  0  7.45363e-44  0  3.35951e-45 
1.05  8.86496e-39  2.68243e-37  3.15134e-39  1.5872e-37  8.7675e-39  2.69498e-37  3.13517e-39  1.55657e-37  0  1.42761e-43  0  6.57013e-45 
1.15  8.99345e-39  2.97891e-37  3.43553e-39  1.869e-37  8.93906e-39  2.96717e-37  3.39257e-39  1.80383e-37  0  2.73029e-43  0  1.28425e-44 
1.25  9.07563e-39  3.26389e-37  3.69456e-39  2.17912e-37  8.99514e-39  3.26046e-37  3.65494e-39  2.03838e-37  0  5.21329e-43  0  2.50895e-44 
1.35  9.13711e-39  3.54025e-37  3.92903e-39  2.33291e-37  9.04739e-39  3.58788e-37  3.90272e-39  2.33206e-37  0  9.93718e-43  0  4.8988e-44 
1.45  9.08882e-39  3.82203e-37  4.16304e-39  2.59608e-37  9.09305e-39  3.91189e-37  4.11764e-39  2.5804e-37  0  1.89059e-42  0  9.5594e-44 
1.55  9.08604e-39  4.16558e-37  4.37368e-39  2.88057e-37  9.0343e-39  4.14145e-37  4.35262e-39  2.93505e-37  0  3.58956e-42  0  1.86424e-43 
1.65  9.06749e-39  4.53001e-37  4.56999e-39  3.26825e-37  9.04713e-39  4.45498e-37  4.53192e-39  3.26915e-37  0  6.80002e-42  0  3.6332e-43 
1.75  9.09986e-39  4.7058e-37  4.7354e-39  3.42216e-37  8.99012e-39  4.7642e-37  4.74221e-39  3.49551e-37  0  1.28501e-41  0  7.07584e-43 
1.85  9.04105e-39  4.92515e-37  4.89275e-39  3.86108e-37  9.05404e-39  5.021e-37  4.86636e-39  3.80058e-37  0  2.42169e-41  0  1.37705e-42 
1.95  9.08153e-39  5.45094e-37  5.06987e-39  3.95232e-37  9.00168e-39  5.46297e-37  5.03805e-39  4.01989e-37  0  4.55002e-41  0  2.67788e-42 
