125
    2.7000    0.000134
    2.8000    0.000449
    2.9000    0.001452
    3.0000    0.004028
    3.1000    0.009016
    3.2000    0.017513
    3.3000    0.029553
    3.4000    0.044974
    3.5000    0.063083
    3.6000    0.082853
    3.7000    0.104113
    3.8000    0.125875
    3.9000    0.147814
    4.0000    0.169247
    4.1000    0.190196
    4.2000    0.209444
    4.3000    0.227602
    4.4000    0.245418
    4.5000    0.261983
    4.6000    0.278262
    4.7000    0.291670
    4.8000    0.306685
    4.9000    0.318954
    5.0000    0.332601
    5.1000    0.345057
    5.2000    0.355664
    5.3000    0.368169
    5.4000    0.379640
    5.5000    0.389373
    5.6000    0.399393
    5.7000    0.409991
    5.8000    0.418884
    5.9000    0.429839
    6.0000    0.437055
    6.1000    0.446691
    6.2000    0.454367
    6.3000    0.463248
    6.4000    0.470065
    6.5000    0.478705
    6.6000    0.484774
    6.7000    0.493918
    6.8000    0.497563
    6.9000    0.507001
    7.0000    0.513573
    7.1000    0.519074
    7.2000    0.525829
    7.3000    0.532173
    7.4000    0.536862
    7.5000    0.545231
    7.6000    0.549971
    7.7000    0.556766
    7.8000    0.562139
    7.9000    0.566380
    8.0000    0.568626
    8.1000    0.576774
    8.2000    0.581080
    8.3000    0.585396
    8.4000    0.591860
    8.5000    0.593236
    8.6000    0.600709
    8.7000    0.608176
    8.8000    0.608438
    8.9000    0.615160
    9.0000    0.618890
    9.1000    0.621306
    9.2000    0.625039
    9.3000    0.627320
    9.4000    0.630981
    9.5000    0.637312
    9.6000    0.641813
    9.7000    0.641663
    9.8000    0.647270
    9.9000    0.650019
   10.0000    0.655662
   10.0000    0.649804
   11.0000    0.681572
   12.0000    0.711116
   13.0000    0.726100
   14.0000    0.741404
   15.0000    0.759212
   16.0000    0.772819
   17.0000    0.784649
   18.0000    0.796785
   19.0000    0.799005
   20.0000    0.805315
   21.0000    0.817043
   22.0000    0.816686
   23.0000    0.839550
   24.0000    0.838093
   25.0000    0.838685
   26.0000    0.843492
   27.0000    0.843961
   28.0000    0.843813
   29.0000    0.855729
   30.0000    0.857945
   31.0000    0.863895
   32.0000    0.854761
   33.0000    0.873519
   34.0000    0.872824
   35.0000    0.862950
   36.0000    0.863148
   37.0000    0.870688
   38.0000    0.880687
   39.0000    0.874913
   40.0000    0.880428
   41.0000    0.877487
   42.0000    0.877488
   43.0000    0.879873
   44.0000    0.876770
   45.0000    0.885750
   46.0000    0.881942
   47.0000    0.882248
   48.0000    0.877629
   49.0000    0.900440
   50.0000    0.890538
   51.0000    0.895788
   52.0000    0.890301
   53.0000    0.887146
   54.0000    0.888554
   55.0000    0.904418
   56.0000    0.891294
   57.0000    0.894426
   58.0000    0.889979
   59.0000    0.899030
   60.0000    0.892750
