1.00000e-02 0.00000e+00
2.00000e-02 0.00000e+00
3.00000e-02 0.00000e+00
4.00000e-02 0.00000e+00
5.00000e-02 0.00000e+00
6.00000e-02 0.00000e+00
7.00000e-02 0.00000e+00
8.00000e-02 0.00000e+00
9.00000e-02 0.00000e+00
1.00000e-01 0.00000e+00
1.10000e-01 0.00000e+00
1.20000e-01 0.00000e+00
1.30000e-01 0.00000e+00
1.40000e-01 2.44881e-08
1.50000e-01 2.96549e-06
1.60000e-01 2.54329e-05
1.70000e-01 9.94293e-05
1.80000e-01 2.65063e-04
1.90000e-01 5.63420e-04
2.00000e-01 1.03177e-03
2.10000e-01 1.70098e-03
2.20000e-01 2.59474e-03
2.30000e-01 3.72973e-03
2.40000e-01 5.11635e-03
2.50000e-01 6.75957e-03
2.60000e-01 8.66014e-03
2.70000e-01 1.08151e-02
2.80000e-01 1.32183e-02
2.90000e-01 1.58113e-02
3.00000e-01 1.85639e-02
3.10000e-01 2.14115e-02
3.20000e-01 2.43093e-02
3.30000e-01 2.72226e-02
3.40000e-01 3.01395e-02
3.50000e-01 3.30483e-02
3.60000e-01 3.59351e-02
3.70000e-01 3.88348e-02
3.80000e-01 4.17289e-02
3.90000e-01 4.46113e-02
4.00000e-01 4.74870e-02
4.10000e-01 5.03458e-02
4.20000e-01 5.31880e-02
4.30000e-01 5.59953e-02
4.40000e-01 5.87621e-02
4.50000e-01 6.14653e-02
4.60000e-01 6.41065e-02
4.70000e-01 6.66754e-02
4.80000e-01 6.91823e-02
4.90000e-01 7.16441e-02
5.00000e-01 7.40661e-02
5.10000e-01 7.64854e-02
5.20000e-01 7.88355e-02
5.30000e-01 8.12152e-02
5.40000e-01 8.35946e-02
5.50000e-01 8.60021e-02
5.60000e-01 8.84375e-02
5.70000e-01 9.09085e-02
5.80000e-01 9.33962e-02
5.90000e-01 9.59556e-02
6.00000e-01 9.85392e-02
6.10000e-01 1.01099e-01
6.20000e-01 1.03685e-01
6.30000e-01 1.06266e-01
6.40000e-01 1.08833e-01
6.50000e-01 1.11388e-01
6.60000e-01 1.13904e-01
6.70000e-01 1.16401e-01
6.80000e-01 1.18856e-01
6.90000e-01 1.21278e-01
7.00000e-01 1.23657e-01
7.10000e-01 1.25992e-01
7.20000e-01 1.28289e-01
7.30000e-01 1.30535e-01
7.40000e-01 1.32738e-01
7.50000e-01 1.34893e-01
7.60000e-01 1.37031e-01
7.70000e-01 1.39083e-01
7.80000e-01 1.41116e-01
7.90000e-01 1.43116e-01
8.00000e-01 1.45081e-01
8.10000e-01 1.47005e-01
8.20000e-01 1.48915e-01
8.30000e-01 1.50779e-01
8.40000e-01 1.52632e-01
8.50000e-01 1.54439e-01
8.60000e-01 1.56224e-01
8.70000e-01 1.57982e-01
8.80000e-01 1.59706e-01
8.90000e-01 1.61417e-01
9.00000e-01 1.63092e-01
9.10000e-01 1.64743e-01
9.20000e-01 1.66369e-01
9.30000e-01 1.67969e-01
9.40000e-01 1.69545e-01
9.50000e-01 1.71097e-01
9.60000e-01 1.72627e-01
9.70000e-01 1.74134e-01
9.80000e-01 1.75614e-01
9.90000e-01 1.77082e-01
1.00000e+00 1.78518e-01
1.10000e+00 1.91995e-01
1.20000e+00 2.04125e-01
1.30000e+00 2.15158e-01
1.40000e+00 2.25243e-01
1.50000e+00 2.34597e-01
1.60000e+00 2.43408e-01
1.70000e+00 2.51738e-01
1.80000e+00 2.59650e-01
1.90000e+00 2.67211e-01
2.00000e+00 2.74470e-01
2.10000e+00 2.81440e-01
2.20000e+00 2.88148e-01
2.30000e+00 2.94567e-01
2.40000e+00 3.00831e-01
2.50000e+00 3.06850e-01
2.60000e+00 3.12734e-01
2.70000e+00 3.18453e-01
2.80000e+00 3.24049e-01
2.90000e+00 3.29522e-01
3.00000e+00 3.34872e-01
3.10000e+00 3.40079e-01
3.20000e+00 3.45194e-01
3.30000e+00 3.50186e-01
3.40000e+00 3.55041e-01
3.50000e+00 3.59840e-01
3.60000e+00 3.64508e-01
3.70000e+00 3.69088e-01
3.80000e+00 3.73588e-01
3.90000e+00 3.77987e-01
4.00000e+00 3.82289e-01
4.10000e+00 3.86485e-01
4.20000e+00 3.90596e-01
4.30000e+00 3.94630e-01
4.40000e+00 3.98570e-01
4.50000e+00 4.02447e-01
4.60000e+00 4.06292e-01
4.70000e+00 4.09975e-01
4.80000e+00 4.13591e-01
4.90000e+00 4.17168e-01
5.00000e+00 4.20682e-01
5.10000e+00 4.24089e-01
5.20000e+00 4.27468e-01
5.30000e+00 4.30728e-01
5.40000e+00 4.34000e-01
5.50000e+00 4.37196e-01
5.60000e+00 4.40307e-01
5.70000e+00 4.43328e-01
5.80000e+00 4.46361e-01
5.90000e+00 4.49289e-01
6.00000e+00 4.52180e-01
6.10000e+00 4.55006e-01
6.20000e+00 4.57771e-01
6.30000e+00 4.60554e-01
6.40000e+00 4.63206e-01
6.50000e+00 4.65855e-01
6.60000e+00 4.68435e-01
6.70000e+00 4.70996e-01
6.80000e+00 4.73464e-01
6.90000e+00 4.75909e-01
7.00000e+00 4.78394e-01
7.10000e+00 4.80701e-01
7.20000e+00 4.83026e-01
7.30000e+00 4.85419e-01
7.40000e+00 4.87683e-01
7.50000e+00 4.89955e-01
7.60000e+00 4.92096e-01
7.70000e+00 4.94317e-01
7.80000e+00 4.96394e-01
7.90000e+00 4.98550e-01
8.00000e+00 5.00563e-01
8.10000e+00 5.02666e-01
8.20000e+00 5.04574e-01
8.30000e+00 5.06648e-01
8.40000e+00 5.08494e-01
8.50000e+00 5.10500e-01
8.60000e+00 5.12376e-01
8.70000e+00 5.14193e-01
8.80000e+00 5.16111e-01
8.90000e+00 5.17942e-01
9.00000e+00 5.19799e-01
9.10000e+00 5.21451e-01
9.20000e+00 5.23230e-01
9.30000e+00 5.24946e-01
9.40000e+00 5.26693e-01
9.50000e+00 5.28403e-01
9.60000e+00 5.29819e-01
9.70000e+00 5.31625e-01
9.80000e+00 5.33226e-01
