200
    0.0250    0.000374    0.000367
    0.0750    0.006796    0.008813
    0.1250    0.017883    0.028910
    0.1750    0.037364    0.060593
    0.2250    0.064842    0.104057
    0.2750    0.098596    0.159511
    0.3250    0.144742    0.232665
    0.3750    0.195676    0.315230
    0.4250    0.256248    0.411346
    0.4750    0.317440    0.507800
    0.5250    0.390538    0.589732
    0.5750    0.444209    0.728524
    0.6250    0.534845    0.836724
    0.6750    0.604460    1.018115
    0.7250    0.681483    1.041199
    0.7750    0.746290    1.295190
    0.8250    0.837948    1.340078
    0.8750    0.974090    1.430750
    0.9250    0.962620    1.529502
    0.9750    1.072360    1.789927
    1.0250    1.167743    1.820342
    1.0750    1.268491    1.805019
    1.1250    1.335093    2.170728
    1.1750    1.377206    2.190872
    1.2250    1.422887    2.505369
    1.2750    1.588659    2.448882
    1.3250    1.606650    2.676519
    1.3750    1.698609    2.625293
    1.4250    1.771112    2.697119
    1.4750    1.899945    2.972103
    1.5250    1.927195    3.150985
    1.5750    1.808491    3.109694
    1.6250    2.089465    3.391103
    1.6750    2.195350    3.883994
    1.7250    2.303789    3.576245
    1.7750    2.271447    3.674175
    1.8250    2.389371    4.047621
    1.8750    2.551621    3.974072
    1.9250    2.552923    4.563260
    1.9750    2.582001    4.231334
    2.0250    2.813145    4.155016
    2.0750    2.772351    4.925346
    2.1250    3.038969    4.683056
    2.1750    3.073290    4.734249
    2.2250    2.910760    5.189866
    2.2750    3.449640    4.934851
    2.3250    3.215543    5.130106
    2.3750    3.537741    5.545630
    2.4250    3.351977    5.380944
    2.4750    3.641334    6.259158
    2.5250    3.702446    5.818751
    2.5750    3.583830    5.919230
    2.6250    3.717234    5.745320
    2.6750    3.962683    6.495837
    2.7250    3.733286    6.076488
    2.7750    4.103937    6.577039
    2.8250    4.125885    6.616050
    2.8750    4.182975    6.367106
    2.9250    4.063172    6.991502
    2.9750    4.053478    7.026826
    3.0250    4.689898    6.828919
    3.0750    4.350118    7.591323
    3.1250    4.618760    7.546721
    3.1750    4.404524    7.658784
    3.2250    4.530194    7.461238
    3.2750    4.663796    7.538102
    3.3250    4.962094    7.587723
    3.3750    5.175157    7.645816
    3.4250    5.004665    8.599267
    3.4750    5.169606    8.054660
    3.5250    5.120082    8.147074
    3.5750    5.174229    8.740230
    3.6250    5.040506    8.154024
    3.6750    5.297937    9.329894
    3.7250    5.486503    8.496824
    3.7750    5.584184    8.967322
    3.8250    5.658998    9.546493
    3.8750    5.609263    8.611717
    3.9250    6.085586    9.615623
    3.9750    6.397398    9.507166
    4.0250    5.876773    9.943980
    4.0750    6.117278    8.857192
    4.1250    6.066729    9.476416
    4.1750    6.373844   10.465597
    4.2250    6.457564    9.679996
    4.2750    6.416722    9.927799
    4.3250    6.842701   10.568720
    4.3750    6.810042   10.457305
    4.4250    6.512695    9.660531
    4.4750    6.902746   11.422497
    4.5250    6.795792   10.606604
    4.5750    6.908276   10.850163
    4.6250    6.577944   10.340666
    4.6750    7.122326   11.350060
    4.7250    6.790225   10.627692
    4.7750    7.182232   11.880738
    4.8250    7.070669   11.005191
    4.8750    8.040866   11.183505
    4.9250    7.498139   11.867940
    4.9750    7.375221   12.781018
    5.0250    7.274262   13.420339
    5.0750    7.655535   12.839243
    5.1250    7.615993   12.397973
    5.1750    8.110919   13.659039
    5.2250    7.755354   12.648975
    5.2750    8.017364   12.004237
    5.3250    8.198677   12.906902
    5.3750    8.403145   12.938411
    5.4250    8.322610   12.899427
    5.4750    8.645872   13.526050
    5.5250    8.325340   14.977880
    5.5750    7.976408   13.297343
    5.6250    8.992487   12.483390
    5.6750    8.956828   13.465527
    5.7250    8.663376   14.647177
    5.7750    8.305263   14.094925
    5.8250    9.843595   13.684538
    5.8750    9.194498   14.327846
    5.9250    8.447469   15.577999
    5.9750    8.684944   14.765343
    6.0250    9.028456   15.574239
    6.0750    9.606655   15.610724
    6.1250    9.219971   13.891444
    6.1750    9.529489   14.183735
    6.2250    9.769118   15.287416
    6.2750    9.530421   15.074628
    6.3250    9.990848   16.264341
    6.3750    9.330456   14.445409
    6.4250   10.390087   15.391864
    6.4750   10.229461   17.127108
    6.5250   10.288456   16.717689
    6.5750   10.562848   16.510550
    6.6250    9.917004   17.920424
    6.6750   10.104695   15.939113
    6.7250   11.128192   16.374752
    6.7750   10.216963   17.379361
    6.8250   10.485188   17.130510
    6.8750   10.378815   15.373703
    6.9250   10.137869   19.127709
    6.9750   10.872159   16.651213
    7.0250   10.988455   16.405490
    7.0750    9.971993   15.853982
    7.1250   11.231653   18.285294
    7.1750   11.251051   17.027907
    7.2250   10.304518   15.201735
    7.2750   11.390112   17.347243
    7.3250   11.456901   16.902838
    7.3750   11.440430   16.579084
    7.4250   11.809338   17.957705
    7.4750   11.268571   20.678703
    7.5250   11.430177   18.723726
    7.5750   11.032355   19.275884
    7.6250   10.622926   18.164324
    7.6750   11.095670   18.062197
    7.7250   10.809458   19.526517
    7.7750   13.451658   19.598748
    7.8250   11.477489   18.507853
    7.8750   11.831509   19.075524
    7.9250   11.893891   20.098910
    7.9750   12.270388   21.513927
    8.0250   11.183910   19.687766
    8.0750   13.681057   19.926042
    8.1250   12.644455   19.402034
    8.1750   13.170976   19.763429
    8.2250   14.403271   21.003871
    8.2750   13.117576   18.837834
    8.3250   12.715109   20.432311
    8.3750   13.003325   19.999650
    8.4250   12.990042   21.719077
    8.4750   13.490032   20.441464
    8.5250   13.452134   21.046791
    8.5750   12.067112   18.830945
    8.6250   13.150124   21.043885
    8.6750   12.799034   22.520130
    8.7250   13.927675   21.371426
    8.7750   13.498542   21.977234
    8.8250   15.340207   22.801221
    8.8750   13.379473   21.868146
    8.9250   13.045662   20.375816
    8.9750   13.746785   21.590978
    9.0250   13.343071   21.736726
    9.0750   13.251217   22.397933
    9.1250   15.936028   24.163029
    9.1750   15.872421   21.611765
    9.2250   16.273634   22.176881
    9.2750   14.723347   22.806311
    9.3250   15.589896   24.234513
    9.3750   15.079154   21.227703
    9.4250   13.595123   23.503525
    9.4750   14.815198   22.775355
    9.5250   16.390709   21.811106
    9.5750   15.889608   23.576716
    9.6250   13.748131   22.559265
    9.6750   15.107062   23.597445
    9.7250   16.911333   24.173217
    9.7750   16.940679   21.995348
    9.8250   14.214323   27.035928
    9.8750   15.454533   25.612609
    9.9250   15.052239   23.467382
    9.9750   15.859612   21.643790
