210
    0.0250    0.000000
    0.0750    0.000000
    0.1250    0.031191
    0.1750    0.263761
    0.2250    0.533246
    0.2750    0.782250
    0.3250    1.034566
    0.3750    1.326270
    0.4250    1.659700
    0.4750    2.037921
    0.5250    2.443252
    0.5750    2.892534
    0.6250    3.353221
    0.6750    3.823901
    0.7250    4.308731
    0.7750    4.789704
    0.8250    5.318383
    0.8750    5.706645
    0.9250    6.202393
    0.9750    6.739235
    1.0250    7.283198
    1.0750    7.839903
    1.1250    8.268784
    1.1750    8.810535
    1.2250    9.578628
    1.2750    9.986422
    1.3250   10.532444
    1.3750   11.090329
    1.4250   11.557090
    1.4750   12.031894
    1.5250   12.494547
    1.5750   13.240709
    1.6250   13.487325
    1.6750   13.879890
    1.7250   14.643693
    1.7750   14.572191
    1.8250   15.796730
    1.8750   16.170431
    1.9250   16.409242
    1.9750   16.730718
    2.0250   17.927223
    2.0750   17.934655
    2.1250   19.201465
    2.1750   18.876759
    2.2250   19.251978
    2.2750   19.908683
    2.3250   20.228790
    2.3750   20.733917
    2.4250   22.085757
    2.4750   22.749587
    2.5250   22.768265
    2.5750   23.936181
    2.6250   23.651107
    2.6750   24.168589
    2.7250   25.944515
    2.7750   25.844903
    2.8250   26.049945
    2.8750   25.948466
    2.9250   28.454530
    2.9750   28.083875
    3.0250   28.477848
    3.0750   29.940506
    3.1250   27.915913
    3.1750   29.176733
    3.2250   30.451553
    3.2750   31.547028
    3.3250   30.140627
    3.3750   32.123789
    3.4250   32.743165
    3.4750   34.316121
    3.5250   34.129401
    3.5750   35.313371
    3.6250   35.117679
    3.6750   33.635097
    3.7250   36.370934
    3.7750   36.695696
    3.8250   36.743704
    3.8750   36.541999
    3.9250   37.709978
    3.9750   38.350243
    4.0250   38.642774
    4.0750   38.379980
    4.1250   38.086064
    4.1750   38.848677
    4.2250   41.457224
    4.2750   42.930088
    4.3250   42.104678
    4.3750   40.862045
    4.4250   42.989770
    4.4750   41.930995
    4.5250   42.609199
    4.5750   44.579193
    4.6250   44.859828
    4.6750   47.029488
    4.7250   46.075960
    4.7750   46.756856
    4.8250   47.023306
    4.8750   46.867419
    4.9250   45.709485
    4.9750   48.392214
    5.0250   50.176644
    5.0750   50.315296
    5.1250   49.487411
    5.1750   50.494438
    5.2250   50.277111
    5.2750   50.233678
    5.3250   54.987699
    5.3750   52.050693
    5.4250   50.838810
    5.4750   53.578482
    5.5250   53.407784
    5.5750   53.684377
    5.6250   52.965868
    5.6750   55.564434
    5.7250   54.963943
    5.7750   56.882577
    5.8250   59.089018
    5.8750   57.438996
    5.9250   56.776259
    5.9750   57.912965
    6.0250   60.911712
    6.0750   58.653126
    6.1250   58.344288
    6.1750   58.807991
    6.2250   62.856263
    6.2750   63.166259
    6.3250   63.176579
    6.3750   63.801701
    6.4250   64.392162
    6.4750   62.198812
    6.5250   63.950936
    6.5750   62.769078
    6.6250   64.038679
    6.6750   65.377049
    6.7250   63.980702
    6.7750   65.363548
    6.8250   65.542867
    6.8750   69.035761
    6.9250   67.539867
    6.9750   66.273971
    7.0250   72.149731
    7.0750   63.263574
    7.1250   72.374940
    7.1750   69.704918
    7.2250   73.247356
    7.2750   70.882840
    7.3250   73.236803
    7.3750   75.796956
    7.4250   72.470982
    7.4750   75.341646
    7.5250   77.262540
    7.5750   71.522833
    7.6250   77.460093
    7.6750   77.349152
    7.7250   76.303291
    7.7750   77.133034
    7.8250   81.780703
    7.8750   79.936818
    7.9250   82.396834
    7.9750   81.082519
    8.0250   86.897082
    8.0750   78.313940
    8.1250   76.708911
    8.1750   81.977017
    8.2250   82.064768
    8.2750   87.421793
    8.3250   86.499574
    8.3750   86.585360
    8.4250   77.661631
    8.4750   85.804297
    8.5250   83.149405
    8.5750   80.640647
    8.6250   82.816030
    8.6750   81.930956
    8.7250   88.433055
    8.7750   87.569723
    8.8250   86.714100
    8.8750   91.811984
    8.9250   87.819681
    8.9750   87.960975
    9.0250   85.353000
    9.0750   88.759790
    9.1250   95.076436
    9.1750   94.001762
    9.2250   93.920676
    9.2750   88.820350
    9.3250   97.717988
    9.3750   95.517766
    9.4250   94.883039
    9.4750   97.586103
    9.5250   96.731266
    9.5750   94.927061
    9.6250   90.334100
    9.6750   98.885918
    9.7250   95.876145
    9.7750   99.461046
    9.8250   94.922584
    9.8750  103.776744
    9.9250  101.883330
    9.9750   99.137409
   11.0000  104.547736
   12.0000  118.452173
   13.0000  131.546246
   14.0000  145.870517
   15.0000  147.476374
   16.0000  158.651255
   17.0000  169.766904
   18.0000  192.991120
   19.0000  196.791554
   20.0000  200.537830
