200
    0.0250    0.000000    0.000000
    0.0750    0.000379    0.000336
    0.1250    0.002989    0.002602
    0.1750    0.008201    0.006993
    0.2250    0.014710    0.012675
    0.2750    0.020939    0.018265
    0.3250    0.026377    0.023591
    0.3750    0.031122    0.028315
    0.4250    0.035300    0.032855
    0.4750    0.038964    0.036869
    0.5250    0.042349    0.040438
    0.5750    0.045398    0.044116
    0.6250    0.047890    0.047449
    0.6750    0.050699    0.050323
    0.7250    0.052980    0.053485
    0.7750    0.055367    0.056155
    0.8250    0.057401    0.058609
    0.8750    0.059449    0.061042
    0.9250    0.061251    0.063145
    0.9750    0.063295    0.065516
    1.0250    0.065090    0.067741
    1.0750    0.066491    0.069429
    1.1250    0.068198    0.071376
    1.1750    0.069657    0.073527
    1.2250    0.071453    0.075457
    1.2750    0.072695    0.076935
    1.3250    0.073993    0.078277
    1.3750    0.075493    0.079842
    1.4250    0.076773    0.080918
    1.4750    0.078008    0.082690
    1.5250    0.078985    0.083810
    1.5750    0.080279    0.085409
    1.6250    0.080787    0.086298
    1.6750    0.082421    0.087764
    1.7250    0.083230    0.089090
    1.7750    0.084635    0.089873
    1.8250    0.085803    0.090517
    1.8750    0.086203    0.091757
    1.9250    0.086832    0.093126
    1.9750    0.088195    0.093578
    2.0250    0.088850    0.094186
    2.0750    0.089495    0.094562
    2.1250    0.090260    0.096490
    2.1750    0.092069    0.097197
    2.2250    0.092136    0.097465
    2.2750    0.092323    0.098410
    2.3250    0.093321    0.099343
    2.3750    0.094339    0.100402
    2.4250    0.094517    0.100601
    2.4750    0.095023    0.101164
    2.5250    0.096062    0.102064
    2.5750    0.096179    0.103221
    2.6250    0.096555    0.103379
    2.6750    0.097320    0.104412
    2.7250    0.098032    0.104054
    2.7750    0.098930    0.105858
    2.8250    0.098853    0.105270
    2.8750    0.099800    0.106087
    2.9250    0.100159    0.107183
    2.9750    0.101117    0.107124
    3.0250    0.100193    0.107419
    3.0750    0.101030    0.108266
    3.1250    0.102313    0.108353
    3.1750    0.102125    0.108743
    3.2250    0.102723    0.108968
    3.2750    0.103548    0.109967
    3.3250    0.104114    0.111314
    3.3750    0.103529    0.110500
    3.4250    0.104049    0.111373
    3.4750    0.104130    0.111011
    3.5250    0.105190    0.111007
    3.5750    0.105671    0.112638
    3.6250    0.105645    0.113314
    3.6750    0.105484    0.112545
    3.7250    0.106391    0.114103
    3.7750    0.106800    0.113924
    3.8250    0.107023    0.113773
    3.8750    0.106953    0.114324
    3.9250    0.107824    0.114908
    3.9750    0.107746    0.116624
    4.0250    0.107311    0.115192
    4.0750    0.108565    0.116338
    4.1250    0.109031    0.114852
    4.1750    0.107834    0.115259
    4.2250    0.109188    0.116591
    4.2750    0.109348    0.117311
    4.3250    0.109650    0.117028
    4.3750    0.111294    0.116504
    4.4250    0.110724    0.117651
    4.4750    0.110873    0.117924
    4.5250    0.110479    0.118279
    4.5750    0.110286    0.118627
    4.6250    0.111786    0.118629
    4.6750    0.112290    0.118491
    4.7250    0.111301    0.119407
    4.7750    0.111142    0.118545
    4.8250    0.112685    0.120174
    4.8750    0.112471    0.119613
    4.9250    0.112190    0.120306
    4.9750    0.113378    0.120270
    5.0250    0.112893    0.120499
    5.0750    0.113449    0.119771
