 12    0.025000      0.0067      0.0050      0.0017      0.0022      0.0022      0.0011      0.0022      0.0004      0.0014      0.0006      0.0006      0.0006
 12    0.075000      0.0649      0.0659      0.0514      0.0556      0.0559      0.0489      0.0561      0.0428      0.0519      0.0458      0.0458      0.0459
 12    0.125000      0.1734      0.1954      0.1731      0.1869      0.1881      0.1762      0.1897      0.1656      0.1825      0.1714      0.1714      0.1719
 12    0.175000      0.3051      0.3627      0.3414      0.3668      0.3695      0.3556      0.3728      0.3438      0.3658      0.3520      0.3521      0.3536
 12    0.225000      0.4333      0.5294      0.5126      0.5494      0.5534      0.5401      0.5581      0.5304      0.5524      0.5389      0.5389      0.5410
 12    0.275000      0.5415      0.6897      0.6793      0.7384      0.7450      0.7326      0.7538      0.7242      0.7496      0.7344      0.7345      0.7381
 12    0.325000      0.6447      0.8788      0.8835      0.9741      0.9851      0.9721      0.9988      0.9672      0.9967      0.9805      0.9806      0.9867
 12    0.375000      0.7564      1.1076      1.1260      1.2596      1.2789      1.2657      1.2996      1.2666      1.3032      1.2844      1.2846      1.2944
 12    0.425000      0.8762      1.3702      1.4129      1.6058      1.6318      1.6182      1.6573      1.6255      1.6680      1.6494      1.6496      1.6618
 12    0.475000      1.0036      1.6831      1.7455      1.9987      2.0278      2.0247      2.0712      2.0287      2.0713      2.0498      2.0501      2.0633
 12    0.525000      1.1382      2.0104      2.1177      2.4254      2.4580      2.4488      2.5006      2.4644      2.5139      2.4915      2.4919      2.5089
 12    0.575000      1.2791      2.3916      2.5318      2.8979      2.9342      2.9086      2.9635      2.9250      2.9723      2.9518      2.9522      2.9685
 12    0.625000      1.4260      2.7796      2.9629      3.3345      3.3736      3.4412      3.4490      3.4563      3.5106      3.4860      3.4864      3.5050
 12    0.675000      1.5780      3.2269      3.4126      3.7844      3.8209      3.8345      3.8886      3.8488      3.8861      3.9292      3.9296      3.9470
 12    0.725000      1.7348      3.5283      3.8512      4.2752      4.3133      4.4240      4.3311      4.3225      4.3662      4.4024      4.4028      4.4204
 12    0.775000      1.8958      4.1460      4.4196      4.7589      4.7982      4.8899      4.9473      4.9059      4.8859      4.9369      4.9374      4.9569
 12    0.825000      2.0607      4.3698      4.8342      5.1991      5.2363      5.2513      5.2817      5.3212      5.3345      5.2708      5.2712      5.2908
 12    0.875000      2.2291      4.8243      5.3140      5.7125      5.7522      5.7382      5.7938      5.8809      5.9405      5.8162      5.8166      5.8355
 12    0.925000      2.4007      5.2751      5.9250      6.2117      6.2499      6.2795      6.3362      6.3834      6.3600      6.4702      6.4706      6.4895
 12    0.975000      2.5749      6.0838      6.3240      6.8127      6.8520      6.8410      6.8978      6.7205      6.8081      6.8846      6.8850      6.9038
 12    1.025000      2.7506      6.3813      6.7684      7.1939      7.2351      7.4130      7.4730      7.4283      7.4880      7.5536      7.5540      7.5736
 12    1.075000      2.9277      6.3717      7.3804      7.7150      7.7527      7.8166      7.8738      8.0130      8.0733      7.9168      7.9173      7.9379
 12    1.125000      3.1059      7.2541      7.8169      8.3457      8.3861      8.2493      8.4085      8.3068      8.3655      8.4381      8.4386      8.4582
 12    1.175000      3.2851      7.6165      8.3203      8.7177      8.7557      9.1357      9.1976      9.3781      9.4416      9.4130      9.4135      9.4355
 12    1.225000      3.4654      8.3259      8.9224      9.6797      9.7254      9.4871      9.5471      9.2812      9.5632      9.5365      9.5369      9.5574
 12    1.275000      3.6465      8.4297      9.4255      9.5504      9.5959     10.0183     10.0800     10.2893     10.3525     10.0493     10.0497     10.0687
 12    1.325000      3.8284      8.5103     10.2284     10.6175     10.6610     10.3556     10.4152     10.5644     10.6261     10.5054     10.5059     10.5260
 12    1.375000      4.0112      9.2787     10.4602     10.4327     10.4725     11.1816     11.2426     11.1955     11.1054     11.0776     11.0781     11.0973
 12    1.425000      4.1945     11.1105     10.6445     11.5870     11.6322     11.1315     11.3237     11.0795     11.1356     11.3345     11.3349     11.3540
 12    1.475000      4.3785     10.4544     11.4510     11.7475     11.7923     12.1193     12.1821     12.1353     12.1977     12.1046     12.1051     12.1266
 12    1.525000      4.5631     10.9351     11.6917     12.4453     12.4869     12.5695     12.6303     12.5851     12.6455     12.3550     12.3555     12.3751
 12    1.575000      4.7483     11.4947     12.3723     12.6286     12.6733     13.3071     13.3690     13.3231     13.3845     13.3564     13.3569     13.3775
 12    1.625000      4.9339     11.3517     12.9209     13.4782     13.5232     13.6371     13.2104     14.2440     13.6517     13.4911     13.4916     13.4930
 12    1.675000      5.1201     11.3191     13.6450     13.2610     13.3043     14.0601     14.1181     13.9573     13.9963     14.1047     14.1052     14.1241
 12    1.725000      5.3066     12.3893     14.3196     14.2184     14.2597     14.7478     14.0453     14.7601     14.8224     14.8104     14.8109     14.8325
 12    1.775000      5.4936     13.3859     14.2928     14.8656     14.9142     15.1352     15.1997     15.1146     15.2152     15.8308     15.8312     15.8528
 12    1.825000      5.6809     12.6952     14.5466     15.3741     15.4152     15.3228     15.3851     15.7111     15.9768     15.9473     15.9478     15.9684
 12    1.875000      5.8686     14.5100     15.7334     15.7241     15.7630     16.3122     16.3772     15.9583     16.5322     16.4540     16.4545     16.4740
 12    1.925000      6.0566     14.4191     15.6026     16.8598     16.9075     15.7256     17.5389     17.4925     17.5564     17.5276     17.5281     17.5503
 12    1.975000      6.2449     15.3584     16.1703     16.1817     16.2243     17.4852     17.5518     17.0422     17.1011     17.6202     17.6207     17.6412
 12    2.025000      6.4336     15.5200     16.7338     16.9583     16.9974     16.9678     17.1479     17.9754     18.1668     17.0091     17.0095     17.0277
 12    2.075000      6.6226     17.4224     16.7096     17.5208     17.5578     18.4651     18.5300     18.2336     18.2978     18.0642     18.0646     18.0837
 12    2.125000      6.8118     17.2693     17.8378     18.9045     18.9495     19.2805     19.3449     18.1729     18.2315     18.7962     18.7966     18.8155
 12    2.175000      7.0012     17.5551     18.7406     19.7257     18.9494     19.4850     19.5437     19.6190     19.6850     19.6551     19.6557     19.6784
 12    2.225000      7.1909     16.5918     18.9800     19.6307     19.6736     19.4888     20.0093     19.4016     20.0253     19.5316     19.5321     19.5510
 12    2.275000      7.3807     17.3189     18.5151     19.6357     19.6744     20.0278     20.0729     20.0224     20.3342     20.3074     20.3078     20.3282
 12    2.325000      7.5709     19.1045     19.1344     20.2836     20.3216     20.3446     20.5945     21.3035     20.4195     20.3920     20.3924     20.4124
 12    2.375000      7.7612     18.4600     21.7064     21.8312     21.8785     20.2449     21.6751     20.7746     20.8317     21.4614     21.4619     21.4815
 12    2.425000      7.9517     19.8292     20.7978     21.6221     21.6647     21.9494     22.3199     23.0113     23.0778     22.3092     22.3097     22.3303
 12    2.475000      8.1420     19.6496     21.0480     22.9220     22.9664     22.5814     22.6385     22.7978     22.8572     23.3696     23.3701     23.3912
 12    2.525000      8.3330     22.3178     21.8801     22.1193     22.1576     23.4966     23.6518     24.2820     24.3460     22.2452     22.2457     22.2657
 12    2.575000      8.5242     19.7633     21.9599     22.7031     22.7457     23.1641     22.5867     24.0515     24.1150     25.2712     25.2717     25.2951
 12    2.625000      8.7151     21.2131     23.5262     24.2864     24.3311     23.0828     23.8517     23.0388     23.1467     23.8378     23.8383     23.8586
 12    2.675000      8.9066     20.7170     23.9815     25.9180     25.9668     25.4956     25.5636     24.3948     25.5811     25.5505     25.5511     25.5740
 12    2.725000      9.0979     24.0708     24.9060     24.9559     24.9999     25.0326     25.2487     26.0687     26.0491     24.7219     24.7223     24.7426
 12    2.775000      9.2895     21.7390     24.5685     25.1908     25.2393     24.7726     24.8279     25.5699     25.6318     26.3271     26.3277     26.3506
 12    2.825000      9.4811     25.1780     25.8164     26.6381     26.6855     25.4408     26.0795     25.5575     26.4098     26.3808     26.3813     26.0498
 12    2.875000      9.6731     24.1144     27.2225     25.9869     26.0273     27.6974     27.2853     26.2953     25.0603     26.2856     26.2860     26.3028
 12    2.925000      9.8650     22.5926     25.4470     27.8314     27.8776     27.5970     27.6607     26.8430     27.8188     27.6449     27.6454     27.6659
