200
    0.0250    0.000423    0.000439
    0.0750    0.010998    0.011949
    0.1250    0.033620    0.038057
    0.1750    0.061605    0.071937
    0.2250    0.087984    0.108726
    0.2750    0.116200    0.162564
    0.3250    0.153097    0.231017
    0.3750    0.200296    0.314495
    0.4250    0.255582    0.405549
    0.4750    0.320472    0.503118
    0.5250    0.391670    0.610997
    0.5750    0.457074    0.729767
    0.6250    0.540731    0.856293
    0.6750    0.605609    1.010554
    0.7250    0.690928    1.054249
    0.7750    0.779373    1.284551
    0.8250    0.846552    1.333363
    0.8750    0.972697    1.481677
    0.9250    0.999888    1.540479
    0.9750    1.103818    1.784199
    1.0250    1.186559    1.832832
    1.0750    1.264722    1.868022
    1.1250    1.369966    2.171442
    1.1750    1.384790    2.255877
    1.2250    1.486374    2.511165
    1.2750    1.589314    2.477867
    1.3250    1.630893    2.703070
    1.3750    1.699861    2.653092
    1.4250    1.838824    2.758335
    1.4750    1.921135    2.994514
    1.5250    1.982017    3.167216
    1.5750    1.919640    3.421030
    1.6250    2.093934    3.380338
    1.6750    2.261174    3.877174
    1.7250    2.355271    3.600884
    1.7750    2.306629    3.899432
    1.8250    2.391273    4.107613
    1.8750    2.613428    3.978295
    1.9250    2.569372    4.567759
    1.9750    2.601135    4.291763
    2.0250    2.878534    4.234859
    2.0750    2.818525    4.926240
    2.1250    3.039100    4.747333
    2.1750    3.104233    4.794022
    2.2250    2.965807    5.181723
    2.2750    3.462208    4.968353
    2.3250    3.293402    5.166638
    2.3750    3.536587    5.548579
    2.4250    3.411516    5.403381
    2.4750    3.668835    6.246974
    2.5250    3.713092    5.851364
    2.5750    3.646296    5.936533
    2.6250    3.724746    5.831587
    2.6750    3.991935    6.545634
    2.7250    3.825202    6.125051
    2.7750    4.124588    6.640091
    2.8250    4.181963    6.621404
    2.8750    4.186023    6.444769
    2.9250    4.092091    7.005149
    2.9750    4.100086    7.036316
    3.0250    4.715078    6.834368
    3.0750    4.357011    7.620405
    3.1250    4.630617    7.589886
    3.1750    4.463137    7.651106
    3.2250    4.590963    7.483526
    3.2750    4.695077    7.545783
    3.3250    4.986979    7.635076
    3.3750    5.175529    7.684646
    3.4250    5.039413    8.587681
    3.4750    5.242795    8.120219
    3.5250    5.173688    8.185747
    3.5750    5.241038    8.737309
    3.6250    5.055228    8.234028
    3.6750    5.352034    9.377810
    3.7250    5.496693    8.597113
    3.7750    5.612704    9.028438
    3.8250    5.660172    9.563994
    3.8750    5.635834    8.613514
    3.9250    6.099804    9.635839
    3.9750    6.413959    9.534747
    4.0250    5.921225   10.002886
    4.0750    6.156568    8.897629
    4.1250    6.138818    9.520741
    4.1750    6.423516   10.538109
    4.2250    6.457711    9.669470
    4.2750    6.453670   10.011534
    4.3250    6.860034   10.623031
    4.3750    6.831260   10.495321
    4.4250    6.546298   10.087137
    4.4750    6.959829   11.446893
    4.5250    6.833378   10.656532
    4.5750    6.947786   10.887043
    4.6250    6.609104   10.345482
    4.6750    7.166124   11.423073
    4.7250    6.797459   10.715680
    4.7750    7.228983   11.908393
    4.8250    7.084279   11.020378
    4.8750    8.056859   11.253397
    4.9250    7.499641   11.902600
    4.9750    7.387395   12.790590
    5.0250    7.302753   13.433300
    5.0750    7.732804   12.855036
    5.1250    7.698382   12.458531
    5.1750    8.162849   13.672042
    5.2250    7.798264   12.701254
    5.2750    8.071829   12.050896
    5.3250    8.272773   12.943872
    5.3750    8.471163   12.981906
    5.4250    8.395642   12.972251
    5.4750    8.672974   13.534129
    5.5250    8.388620   14.969902
    5.5750    8.052488   13.333040
    5.6250    9.011633   12.524444
    5.6750    8.977563   13.527368
    5.7250    8.707965   14.641687
    5.7750    8.310875   14.125946
    5.8250    9.839426   13.719707
    5.8750    9.226902   14.369131
    5.9250    8.489121   15.606763
    5.9750    8.739536   14.821305
    6.0250    9.048514   15.616776
    6.0750    9.628385   15.635340
    6.1250    9.243429   13.922764
    6.1750    9.595370   14.241053
    6.2250    9.809276   15.294374
