               5           6           7           8           9          11          13          14          16          17          18          20          22          26          27          28          29          30          40          41          45          50          67          79          82          83 
 0.0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
 0.1 5.405916e-04 5.425390e-04 5.356379e-04 4.808483e-04 5.039874e-04 5.609778e-04 5.817144e-04 5.038375e-04 5.458830e-04 4.997182e-04 4.809184e-04 5.112611e-04 4.894491e-04 4.892492e-04 4.798608e-04 4.809728e-04 4.682239e-04 4.636698e-04 4.570781e-04 4.496043e-04 3.934026e-04 4.296679e-04 3.770840e-04 4.096120e-04 3.804639e-04 3.710113e-04 
 0.2 4.309183e-03 4.329689e-03 4.278053e-03 3.845458e-03 4.025258e-03 4.481877e-03 4.648604e-03 4.028671e-03 4.363002e-03 3.995309e-03 3.845027e-03 4.088214e-03 3.914734e-03 3.913242e-03 3.838406e-03 3.847389e-03 3.745348e-03 3.708977e-03 3.656494e-03 3.596716e-03 3.147186e-03 3.437289e-03 3.016663e-03 3.276893e-03 3.043708e-03 2.968090e-03 
 0.3 1.448251e-02 1.456752e-02 1.440709e-02 1.297296e-02 1.355948e-02 1.510323e-02 1.566921e-02 1.358882e-02 1.470671e-02 1.347372e-02 1.296637e-02 1.378900e-02 1.320889e-02 1.320428e-02 1.295275e-02 1.298340e-02 1.263883e-02 1.251632e-02 1.234016e-02 1.213846e-02 1.062162e-02 1.160064e-02 1.018120e-02 1.105950e-02 1.027250e-02 1.001730e-02 
 0.4 3.416105e-02 3.439951e-02 3.405685e-02 3.073491e-02 3.207074e-02 3.573712e-02 3.708775e-02 3.218862e-02 3.480519e-02 3.190734e-02 3.070322e-02 3.265852e-02 3.130082e-02 3.129114e-02 3.069770e-02 3.077127e-02 2.995404e-02 2.966430e-02 2.924935e-02 2.877138e-02 2.517679e-02 2.749724e-02 2.413311e-02 2.621506e-02 2.434961e-02 2.374471e-02 
 0.5 6.634049e-02 6.688071e-02 6.629553e-02 5.999143e-02 6.248041e-02 6.965702e-02 7.231550e-02 6.281866e-02 6.784790e-02 6.224814e-02 5.989128e-02 6.372251e-02 6.111381e-02 6.109781e-02 5.994492e-02 6.009064e-02 5.849348e-02 5.792904e-02 5.712449e-02 5.619127e-02 4.917256e-02 5.370424e-02 4.713475e-02 5.120120e-02 4.755775e-02 4.637638e-02 
 0.6 1.138751e-01 1.149474e-01 1.141021e-01 1.035856e-01 1.076528e-01 1.200846e-01 1.247197e-01 1.084507e-01 1.169733e-01 1.074210e-01 1.033364e-01 1.099812e-01 1.055636e-01 1.055419e-01 1.035618e-01 1.038176e-01 1.010559e-01 1.000834e-01 9.870487e-02 9.709288e-02 8.496848e-02 9.279836e-02 8.144840e-02 8.847549e-02 8.217965e-02 8.013838e-02 
 0.7 1.794317e-01 1.813817e-01 1.803395e-01 1.643355e-01 1.703769e-01 1.901725e-01 1.976089e-01 1.720309e-01 1.852550e-01 1.703157e-01 1.638064e-01 1.744025e-01 1.675556e-01 1.675327e-01 1.644102e-01 1.648236e-01 1.604349e-01 1.588960e-01 1.567282e-01 1.541696e-01 1.349237e-01 1.473556e-01 1.293362e-01 1.404955e-01 1.304980e-01 1.272568e-01 
 0.8 2.654333e-01 2.687694e-01 2.677224e-01 2.450229e-01 2.533432e-01 2.829834e-01 2.942154e-01 2.564714e-01 2.756877e-01 2.537786e-01 2.440225e-01 2.599136e-01 2.499820e-01 2.499683e-01 2.453441e-01 2.459737e-01 2.394176e-01 2.371294e-01 2.339301e-01 2.301128e-01 2.013966e-01 2.199513e-01 1.930602e-01 2.097186e-01 1.947954e-01 1.899575e-01 
