111 1.11	0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
   12     0.025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   12     0.075	0.00621	0.00516	0.00425	0.00347	0.00279	0.00221	0.00172	0.00130	0.00096
   12     0.125	0.04348	0.03838	0.03376	0.02960	0.02585	0.02247	0.01944	0.01674	0.01432
   12     0.175	0.13016	0.11889	0.10818	0.09805	0.08857	0.07977	0.07160	0.06408	0.05716
   12     0.225	0.24970	0.23640	0.22240	0.20786	0.19320	0.17875	0.16473	0.15127	0.13846
   12     0.275	0.37001	0.35713	0.34358	0.32938	0.31460	0.29924	0.28327	0.26675	0.24997
   12     0.325	0.48246	0.46999	0.45685	0.44318	0.42893	0.41405	0.39870	0.38281	0.36636
   12     0.375	0.58358	0.57143	0.55880	0.54555	0.53180	0.51748	0.50267	0.48737	0.47155
   12     0.425	0.67205	0.66034	0.64811	0.63527	0.62205	0.60821	0.59397	0.57920	0.56400
   12     0.475	0.74811	0.73682	0.72492	0.71261	0.69978	0.68640	0.67270	0.65848	0.64377
   12     0.525	0.81264	0.80163	0.79028	0.77827	0.76585	0.75302	0.73976	0.72598	0.71188
   12     0.575	0.86689	0.85616	0.84515	0.83364	0.82161	0.80914	0.79631	0.78312	0.76948
   12     0.625	0.91210	0.90172	0.89105	0.87989	0.86828	0.85625	0.84378	0.83090	0.81782
   12     0.675	0.94958	0.93961	0.92920	0.91835	0.90711	0.89547	0.88340	0.87096	0.85820
   12     0.725	0.98055	0.97084	0.96076	0.95021	0.93930	0.92793	0.91628	0.90425	0.89184
   12     0.775	1.00613	0.99662	0.98672	0.97646	0.96585	0.95483	0.94349	0.93174	0.91975
   12     0.825	1.02685	1.01757	1.00798	0.99792	0.98755	0.97685	0.96582	0.95445	0.94278
   12     0.875	1.04373	1.03469	1.02533	1.01555	1.00547	0.99503	0.98422	0.97314	0.96176
   12     0.925	1.05737	1.04854	1.03940	1.02990	1.02008	1.00985	0.99933	0.98854	0.97742
   12     0.975	1.06826	1.05962	1.05060	1.04126	1.03164	1.02171	1.01147	1.00097	0.99015
   12     1.025	1.07701	1.06853	1.05975	1.05067	1.04121	1.03140	1.02133	1.01095	1.00031
   12     1.075	1.08385	1.07553	1.06683	1.05780	1.04861	1.03912	1.02929	1.01917	1.00880
   12     1.125	1.08898	1.08091	1.07245	1.06365	1.05460	1.04519	1.03544	1.02542	1.01537
   12     1.175	1.09309	1.08504	1.07670	1.06798	1.05891	1.04978	1.04035	1.03066	1.02066
   12     1.225	1.09593	1.08794	1.07968	1.07126	1.06251	1.05343	1.04408	1.03438	1.02462
   12     1.275	1.09777	1.09006	1.08203	1.07361	1.06488	1.05589	1.04680	1.03745	1.02782
   12     1.325	1.09918	1.09148	1.08341	1.07501	1.06661	1.05787	1.04887	1.03950	1.02987
   12     1.375	1.09969	1.09204	1.08422	1.07616	1.06778	1.05902	1.04990	1.04088	1.03159
   12     1.425	1.09973	1.09237	1.08464	1.07651	1.06808	1.05951	1.05086	1.04187	1.03254
   12     1.475	1.09963	1.09228	1.08445	1.07634	1.06820	1.05987	1.05114	1.04205	1.03305
   12     1.525	1.09898	1.09150	1.08373	1.07604	1.06801	1.05961	1.05081	1.04219	1.03323
   12     1.575	1.09795	1.09053	1.08317	1.07545	1.06736	1.05887	1.05054	1.04186	1.03283
   12     1.625	1.09671	1.08966	1.08230	1.07447	1.06632	1.05831	1.04994	1.04120	1.03245
   12     1.675	1.09541	1.08844	1.08088	1.07304	1.06537	1.05732	1.04885	1.04036	1.03173
   12     1.725	1.09408	1.08691	1.07938	1.07196	1.06423	1.05608	1.04780	1.03949	1.03077
   12     1.775	1.09243	1.08534	1.07800	1.07065	1.06281	1.05473	1.04670	1.03828	1.02954
   12     1.825	1.09067	1.08353	1.07647	1.06896	1.06106	1.05346	1.04533	1.03679	1.02846
   12     1.875	1.08888	1.08206	1.07481	1.06709	1.05977	1.05207	1.04382	1.03557	1.02716
   12     1.925	1.08714	1.08058	1.07287	1.06538	1.05832	1.05058	1.04230	1.03401	1.02564
   12     1.975	1.08564	1.07870	1.07086	1.06374	1.05671	1.04867	1.04073	1.03248	1.02412
   12     2.025	1.08352	1.07659	1.06919	1.06219	1.05476	1.04705	1.03920	1.03097	1.02286
   12     2.075	1.08127	1.07437	1.06775	1.06063	1.05262	1.04543	1.03762	1.02949	1.02142
   12     2.125	1.07932	1.07233	1.06614	1.05881	1.05116	1.04350	1.03580	1.02805	1.01979
   12     2.175	1.07753	1.07084	1.06416	1.05671	1.04942	1.04198	1.03400	1.02639	1.01819
   12     2.225	1.07544	1.06942	1.06206	1.05476	1.04788	1.04017	1.03256	1.02467	1.01659
   12     2.275	1.07358	1.06740	1.06027	1.05309	1.04610	1.03854	1.03102	1.02288	1.01495
   12     2.325	1.07196	1.06537	1.05821	1.05172	1.04429	1.03670	1.02928	1.02127	1.01356
   12     2.375	1.07053	1.06345	1.05651	1.05004	1.04237	1.03517	1.02739	1.01986	1.01198
   12     2.425	1.06839	1.06175	1.05502	1.04806	1.04062	1.03353	1.02579	1.01828	1.01042
