  121	  1.21	0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
   12     0.025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   12     0.075	0.00623	0.00518	0.00426	0.00347	0.00280	0.00221	0.00172	0.00130	0.00096
   12     0.125	0.04385	0.03870	0.03403	0.02983	0.02604	0.02263	0.01958	0.01685	0.01441
   12     0.175	0.13221	0.12073	0.10982	0.09951	0.08986	0.08090	0.07259	0.06494	0.05790
   12     0.225	0.25539	0.24180	0.22746	0.21256	0.19752	0.18270	0.16831	0.15450	0.14136
   12     0.275	0.38080	0.36762	0.35374	0.33916	0.32397	0.30815	0.29169	0.27463	0.25729
   12     0.325	0.49948	0.48669	0.47320	0.45914	0.44447	0.42913	0.41328	0.39684	0.37982
   12     0.375	0.60756	0.59507	0.58208	0.56842	0.55424	0.53944	0.52412	0.50827	0.49187
   12     0.425	0.70334	0.69127	0.67866	0.66540	0.65173	0.63741	0.62265	0.60732	0.59152
   12     0.475	0.78671	0.77506	0.76277	0.75003	0.73675	0.72288	0.70865	0.69387	0.67856
   12     0.525	0.85836	0.84697	0.83523	0.82279	0.80991	0.79658	0.78279	0.76844	0.75374
   12     0.575	0.91934	0.90825	0.89684	0.88490	0.87240	0.85943	0.84606	0.83231	0.81807
   12     0.625	0.97084	0.96009	0.94901	0.93742	0.92535	0.91282	0.89983	0.88638	0.87270
   12     0.675	1.01409	1.00375	0.99295	0.98166	0.96997	0.95783	0.94523	0.93223	0.91887
   12     0.725	1.05031	1.04024	1.02976	1.01880	1.00743	0.99558	0.98340	0.97082	0.95781
   12     0.775	1.08064	1.07077	1.06049	1.04981	1.03875	1.02725	1.01540	1.00310	0.99054
   12     0.825	1.10563	1.09600	1.08603	1.07556	1.06474	1.05357	1.04204	1.03013	1.01789
   12     0.875	1.12632	1.11693	1.10721	1.09703	1.08651	1.07560	1.06430	1.05270	1.04076
   12     0.925	1.14335	1.13419	1.12468	1.11479	1.10455	1.09387	1.08287	1.07156	1.05989
   12     0.975	1.15727	1.14830	1.13892	1.12920	1.11917	1.10880	1.09808	1.08707	1.07572
   12     1.025	1.16869	1.15989	1.15077	1.14131	1.13146	1.12121	1.11067	1.09980	1.08864
   12     1.075	1.17791	1.16927	1.16024	1.15084	1.14125	1.13134	1.12106	1.11046	1.09958
   12     1.125	1.18512	1.17676	1.16796	1.15881	1.14938	1.13955	1.12936	1.11887	1.10832
   12     1.175	1.19108	1.18273	1.17407	1.16501	1.15556	1.14603	1.13617	1.12601	1.11552
   12     1.225	1.19555	1.18727	1.17869	1.16994	1.16082	1.15134	1.14157	1.13143	1.12118
   12     1.275	1.19881	1.19082	1.18248	1.17374	1.16465	1.15528	1.14577	1.13598	1.12589
   12     1.325	1.20147	1.19349	1.18513	1.17641	1.16766	1.15855	1.14915	1.13935	1.12926
   12     1.375	1.20308	1.19516	1.18706	1.17868	1.16996	1.16084	1.15132	1.14188	1.13215
   12     1.425	1.20407	1.19646	1.18844	1.18001	1.17125	1.16232	1.15328	1.14389	1.13412
   12     1.475	1.20481	1.19721	1.18909	1.18069	1.17223	1.16356	1.15445	1.14495	1.13553
   12     1.525	1.20488	1.19715	1.18911	1.18114	1.17279	1.16406	1.15488	1.14588	1.13649
