111 1.11  0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
  -12     2.675	0.61745	0.61219	0.60583	0.59992	0.59368	0.58716	0.58090	0.57426	0.56770
  -12     2.725	0.62223	0.61667	0.61017	0.60449	0.59792	0.59180	0.58534	0.57875	0.57211
  -12     2.775	0.62680	0.62100	0.61468	0.60896	0.60221	0.59627	0.58958	0.58313	0.57640
  -12     2.825	0.63115	0.62496	0.61899	0.61319	0.60663	0.60049	0.59381	0.58744	0.58055
  -12     2.875	0.63528	0.62893	0.62338	0.61719	0.61089	0.60463	0.59799	0.59160	0.58491
  -12     2.925	0.63922	0.63275	0.62770	0.62111	0.61496	0.60853	0.60220	0.59561	0.58893
  -12     2.975	0.64305	0.63682	0.63162	0.62493	0.61894	0.61228	0.60622	0.59952	0.59287
  -12     3.025	0.64676	0.64092	0.63536	0.62872	0.62290	0.61613	0.61004	0.60317	0.59675
  -12     3.075	0.65049	0.64492	0.63887	0.63252	0.62664	0.62009	0.61366	0.60701	0.60054
  -12     3.125	0.65415	0.64878	0.64230	0.63640	0.63032	0.62377	0.61738	0.61073	0.60418
  -12     3.175	0.65755	0.65245	0.64579	0.64007	0.63368	0.62740	0.62089	0.61437	0.60769
  -12     3.225	0.66101	0.65585	0.64908	0.64364	0.63688	0.63090	0.62421	0.61790	0.61101
  -12     3.275	0.66457	0.65906	0.65255	0.64709	0.64027	0.63431	0.62762	0.62136	0.61444
  -12     3.325	0.66784	0.66224	0.65609	0.65038	0.64364	0.63775	0.63105	0.62462	0.61792
  -12     3.375	0.67128	0.66538	0.65967	0.65353	0.64702	0.64103	0.63439	0.62779	0.62120
  -12     3.425	0.67465	0.66842	0.66281	0.65657	0.65031	0.64401	0.63745	0.63088	0.62441
  -12     3.475	0.67789	0.67142	0.66601	0.65932	0.65352	0.64697	0.64059	0.63380	0.62756
  -12     3.525	0.68079	0.67434	0.66906	0.66215	0.65665	0.64978	0.64373	0.63699	0.63060
  -12     3.575	0.68361	0.67728	0.67197	0.66519	0.65973	0.65274	0.64675	0.64006	0.63338
  -12     3.625	0.68648	0.68045	0.67481	0.66824	0.66267	0.65575	0.64963	0.64300	0.63619
  -12     3.675	0.68927	0.68330	0.67761	0.67127	0.66537	0.65861	0.65247	0.64580	0.63903
  -12     3.725	0.69204	0.68617	0.68025	0.67417	0.66789	0.66146	0.65511	0.64852	0.64188
  -12     3.775	0.69463	0.68888	0.68277	0.67709	0.67038	0.66429	0.65771	0.65119	0.64458
  -12     3.825	0.69721	0.69158	0.68521	0.67973	0.67280	0.66717	0.66034	0.65386	0.64734
  -12     3.875	0.69956	0.69441	0.68766	0.68238	0.67534	0.66986	0.66292	0.65645	0.65009
  -12     3.925	0.70180	0.69715	0.69025	0.68501	0.67806	0.67241	0.66545	0.65900	0.65267
  -12     3.975	0.70400	0.69965	0.69277	0.68757	0.68064	0.67487	0.66801	0.66159	0.65515
  -12     4.025	0.70643	0.70219	0.69522	0.68997	0.68318	0.67708	0.67061	0.66404	0.65766
  -12     4.075	0.70891	0.70464	0.69764	0.69221	0.68578	0.67935	0.67311	0.66616	0.66004
  -12     4.125	0.71137	0.70694	0.70002	0.69442	0.68831	0.68152	0.67563	0.66834	0.66237
  -12     4.175	0.71384	0.70915	0.70241	0.69662	0.69070	0.68367	0.67802	0.67058	0.66472
  -12     4.225	0.71624	0.71124	0.70476	0.69874	0.69296	0.68591	0.68040	0.67276	0.66709
  -12     4.275	0.71877	0.71314	0.70720	0.70069	0.69521	0.68799	0.68261	0.67503	0.66933
  -12     4.325	0.72122	0.71487	0.70968	0.70280	0.69734	0.69023	0.68464	0.67741	0.67139
  -12     4.375	0.72340	0.71654	0.71193	0.70499	0.69930	0.69265	0.68659	0.67980	0.67326
  -12     4.425	0.72559	0.71875	0.71389	0.70725	0.70114	0.69506	0.68841	0.68205	0.67508
  -12     4.475	0.72745	0.72104	0.71559	0.70948	0.70296	0.69732	0.69008	0.68416	0.67716
  -12     4.525	0.72914	0.72335	0.71739	0.71163	0.70477	0.69930	0.69172	0.68625	0.67919
  -12     4.575	0.73097	0.72540	0.71917	0.71360	0.70670	0.70128	0.69381	0.68839	0.68112
  -12     4.625	0.73284	0.72726	0.72110	0.71569	0.70864	0.70321	0.69587	0.69031	0.68307
  -12     4.675	0.73483	0.72945	0.72291	0.71776	0.71050	0.70507	0.69793	0.69212	0.68507
  -12     4.725	0.73665	0.73160	0.72461	0.71964	0.71248	0.70686	0.70004	0.69386	0.68697
  -12     4.775	0.73824	0.73354	0.72628	0.72148	0.71456	0.70866	0.70210	0.69558	0.68881
  -12     4.825	0.73999	0.73550	0.72818	0.72320	0.71647	0.71038	0.70395	0.69723	0.69066
  -12     4.875	0.74182	0.73722	0.73017	0.72484	0.71824	0.71229	0.70568	0.69882	0.69256
  -12     4.925	0.74348	0.73881	0.73191	0.72653	0.71993	0.71401	0.70739	0.70058	0.69453
  -12     4.975	0.74506	0.74054	0.73361	0.72821	0.72171	0.71538	0.70924	0.70213	0.69623
  -12     5.025	0.74656	0.74211	0.73539	0.72972	0.72358	0.71655	0.71101	0.70378	0.69785
  -12     5.075	0.74832	0.74340	0.73725	0.73090	0.72537	0.71800	0.71269	0.70560	0.69928
  -12     5.125	0.75029	0.74463	0.73909	0.73226	0.72709	0.71988	0.71423	0.70750	0.70076
  -12     5.175	0.75208	0.74600	0.74085	0.73390	0.72853	0.72170	0.71586	0.70919	0.70236
  -12     5.225	0.75360	0.74761	0.74243	0.73551	0.73008	0.72329	0.71757	0.71068	0.70385
  -12     5.275	0.75526	0.74921	0.74422	0.73696	0.73189	0.72479	0.71913	0.71217	0.70540
  -12     5.325	0.75683	0.75060	0.74619	0.73842	0.73365	0.72630	0.72047	0.71373	0.70697
  -12     5.375	0.75859	0.75187	0.74780	0.73996	0.73507	0.72796	0.72158	0.71529	0.70853
  -12     5.425	0.76021	0.75339	0.74911	0.74166	0.73628	0.72957	0.72280	0.71678	0.71015
  -12     5.475	0.76190	0.75495	0.75028	0.74331	0.73763	0.73108	0.72411	0.71820	0.71161
  -12     5.525	0.76329	0.75631	0.75147	0.74483	0.73900	0.73245	0.72568	0.71968	0.71294
  -12     5.575	0.76471	0.75779	0.75278	0.74630	0.74032	0.73396	0.72719	0.72110	0.71436
  -12     5.625	0.76610	0.75910	0.75412	0.74783	0.74157	0.73547	0.72849	0.72252	0.71582
  -12     5.675	0.76749	0.76043	0.75530	0.74936	0.74252	0.73694	0.72985	0.72385	0.71720
  -12     5.725	0.76869	0.76197	0.75639	0.75092	0.74356	0.73832	0.73121	0.72514	0.71849
  -12     5.775	0.76974	0.76340	0.75752	0.75230	0.74477	0.73969	0.73262	0.72646	0.71975
  -12     5.825	0.77110	0.76491	0.75874	0.75347	0.74602	0.74113	0.73396	0.72764	0.72106
  -12     5.875	0.77243	0.76637	0.75999	0.75484	0.74734	0.74263	0.73536	0.72874	0.72236
  -12     5.925	0.77381	0.76773	0.76115	0.75607	0.74877	0.74391	0.73673	0.72995	0.72366
  -12     5.975	0.77491	0.76908	0.76221	0.75738	0.75023	0.74488	0.73805	0.73132	0.72490
  -12     6.025	0.77586	0.77039	0.76334	0.75860	0.75160	0.74575	0.73933	0.73263	0.72604
  -12     6.075	0.77684	0.77166	0.76440	0.75973	0.75291	0.74667	0.74053	0.73382	0.72726
  -12     6.125	0.77805	0.77295	0.76542	0.76084	0.75418	0.74765	0.74183	0.73503	0.72854
  -12     6.175	0.77929	0.77425	0.76668	0.76203	0.75541	0.74862	0.74316	0.73628	0.72974
  -12     6.225	0.78026	0.77551	0.76801	0.76306	0.75669	0.74954	0.74452	0.73748	0.73082
  -12     6.275	0.78094	0.77694	0.76933	0.76393	0.75783	0.75067	0.74575	0.73855	0.73196
  -12     6.325	0.78176	0.77797	0.77050	0.76481	0.75901	0.75186	0.74697	0.73969	0.73305
  -12     6.375	0.78287	0.77884	0.77172	0.76595	0.76026	0.75301	0.74813	0.74081	0.73417
  -12     6.425	0.78393	0.77965	0.77309	0.76705	0.76149	0.75427	0.74910	0.74192	0.73534
  -12     6.475	0.78477	0.78050	0.77432	0.76800	0.76267	0.75548	0.75001	0.74307	0.73645
  -12     6.525	0.78560	0.78152	0.77550	0.76888	0.76386	0.75660	0.75071	0.74425	0.73757
  -12     6.575	0.78650	0.78249	0.77665	0.76990	0.76496	0.75769	0.75146	0.74536	0.73850
  -12     6.625	0.78754	0.78331	0.77793	0.77086	0.76592	0.75887	0.75232	0.74647	0.73945
  -12     6.675	0.78848	0.78424	0.77905	0.77158	0.76702	0.75994	0.75312	0.74760	0.74040
  -12     6.725	0.78957	0.78522	0.78013	0.77257	0.76817	0.76086	0.75389	0.74874	0.74131
  -12     6.775	0.79069	0.78607	0.78130	0.77350	0.76909	0.76185	0.75484	0.74985	0.74220
  -12     6.825	0.79183	0.78683	0.78243	0.77434	0.77004	0.76288	0.75594	0.75083	0.74319
  -12     6.875	0.79292	0.78781	0.78349	0.77518	0.77100	0.76394	0.75690	0.75176	0.74409
  -12     6.925	0.79410	0.78881	0.78447	0.77613	0.77200	0.76501	0.75801	0.75277	0.74504
  -12     6.975	0.79524	0.78953	0.78547	0.77696	0.77301	0.76599	0.75911	0.75362	0.74601
  -12     7.025	0.79631	0.79046	0.78660	0.77779	0.77389	0.76701	0.76024	0.75447	0.74708
  -12     7.075	0.79738	0.79123	0.78740	0.77854	0.77472	0.76786	0.76136	0.75537	0.74808
  -12     7.125	0.79846	0.79184	0.78823	0.77923	0.77546	0.76866	0.76256	0.75609	0.74900
  -12     7.175	0.79948	0.79253	0.78907	0.78010	0.77623	0.76946	0.76370	0.75676	0.74996
  -12     7.225	0.80033	0.79345	0.78990	0.78103	0.77706	0.77024	0.76468	0.75742	0.75091
  -12     7.275	0.80100	0.79442	0.79068	0.78199	0.77785	0.77097	0.76563	0.75796	0.75176
  -12     7.325	0.80176	0.79552	0.79148	0.78298	0.77887	0.77187	0.76655	0.75878	0.75262
  -12     7.375	0.80240	0.79659	0.79228	0.78389	0.77982	0.77297	0.76734	0.75957	0.75349
  -12     7.425	0.80292	0.79762	0.79295	0.78493	0.78068	0.77390	0.76815	0.76052	0.75432
  -12     7.475	0.80378	0.79863	0.79360	0.78601	0.78137	0.77479	0.76898	0.76150	0.75516
  -12     7.525	0.80498	0.79954	0.79423	0.78712	0.78201	0.77556	0.76981	0.76253	0.75591
  -12     7.575	0.80605	0.80046	0.79479	0.78809	0.78267	0.77630	0.77056	0.76357	0.75666
  -12     7.625	0.80729	0.80142	0.79548	0.78919	0.78332	0.77698	0.77130	0.76457	0.75732
  -12     7.675	0.80853	0.80233	0.79627	0.79018	0.78414	0.77760	0.77195	0.76548	0.75796
  -12     7.725	0.80958	0.80316	0.79696	0.79115	0.78496	0.77821	0.77274	0.76634	0.75863
  -12     7.775	0.81050	0.80394	0.79741	0.79204	0.78578	0.77877	0.77349	0.76724	0.75921
  -12     7.825	0.81129	0.80458	0.79797	0.79279	0.78650	0.77941	0.77421	0.76809	0.75989
  -12     7.875	0.81190	0.80538	0.79865	0.79339	0.78734	0.78007	0.77493	0.76889	0.76082
  -12     7.925	0.81234	0.80626	0.79931	0.79393	0.78810	0.78088	0.77557	0.76961	0.76177
  -12     7.975	0.81267	0.80720	0.79988	0.79466	0.78883	0.78175	0.77621	0.77033	0.76274
  -12     8.025	0.81323	0.80807	0.80072	0.79554	0.78946	0.78272	0.77684	0.77107	0.76370
  -12     8.075	0.81377	0.80881	0.80154	0.79633	0.79003	0.78369	0.77760	0.77180	0.76458
  -12     8.125	0.81436	0.80964	0.80230	0.79720	0.79054	0.78464	0.77837	0.77254	0.76525
  -12     8.175	0.81494	0.81034	0.80302	0.79806	0.79116	0.78542	0.77897	0.77331	0.76588
  -12     8.225	0.81546	0.81128	0.80370	0.79882	0.79202	0.78620	0.77949	0.77400	0.76654
  -12     8.275	0.81591	0.81234	0.80428	0.79953	0.79298	0.78688	0.78003	0.77464	0.76720
  -12     8.325	0.81638	0.81319	0.80489	0.80021	0.79392	0.78738	0.78054	0.77522	0.76797
  -12     8.375	0.81673	0.81374	0.80556	0.80090	0.79484	0.78796	0.78103	0.77585	0.76884
  -12     8.425	0.81716	0.81423	0.80642	0.80132	0.79576	0.78858	0.78143	0.77648	0.76971
  -12     8.475	0.81743	0.81482	0.80749	0.80171	0.79661	0.78918	0.78183	0.77695	0.77055
  -12     8.525	0.81764	0.81536	0.80850	0.80202	0.79732	0.78986	0.78244	0.77743	0.77133
  -12     8.575	0.81798	0.81579	0.80944	0.80245	0.79787	0.79056	0.78332	0.77791	0.77198
  -12     8.625	0.81857	0.81620	0.81029	0.80295	0.79844	0.79135	0.78425	0.77835	0.77259
  -12     8.675	0.81936	0.81646	0.81107	0.80346	0.79878	0.79207	0.78519	0.77884	0.77316
  -12     8.725	0.82016	0.81661	0.81183	0.80400	0.79922	0.79273	0.78612	0.77947	0.77370
  -12     8.775	0.82100	0.81700	0.81259	0.80460	0.79981	0.79331	0.78698	0.78021	0.77420
  -12     8.825	0.82173	0.81758	0.81334	0.80521	0.80044	0.79387	0.78778	0.78089	0.77470
  -12     8.875	0.82236	0.81819	0.81388	0.80577	0.80100	0.79450	0.78853	0.78162	0.77532
  -12     8.925	0.82293	0.81879	0.81454	0.80632	0.80162	0.79524	0.78911	0.78223	0.77592
  -12     8.975	0.82360	0.81938	0.81530	0.80691	0.80218	0.79601	0.78959	0.78274	0.77645
  -12     9.025	0.82418	0.81994	0.81611	0.80753	0.80282	0.79673	0.79002	0.78321	0.77696
  -12     9.075	0.82464	0.82027	0.81692	0.80821	0.80333	0.79734	0.79056	0.78360	0.77747
  -12     9.125	0.82527	0.82041	0.81748	0.80898	0.80374	0.79796	0.79106	0.78398	0.77794
  -12     9.175	0.82616	0.82042	0.81799	0.80979	0.80418	0.79864	0.79159	0.78441	0.77839
  -12     9.225	0.82711	0.82044	0.81851	0.81057	0.80462	0.79935	0.79216	0.78497	0.77886
  -12     9.275	0.82792	0.82075	0.81881	0.81136	0.80506	0.80003	0.79278	0.78560	0.77928
  -12     9.325	0.82880	0.82123	0.81902	0.81205	0.80556	0.80063	0.79335	0.78624	0.77981
  -12     9.375	0.82962	0.82178	0.81919	0.81254	0.80597	0.80129	0.79394	0.78692	0.78036
  -12     9.425	0.83032	0.82250	0.81957	0.81299	0.80621	0.80201	0.79448	0.78757	0.78097
  -12     9.475	0.83086	0.82312	0.82009	0.81362	0.80645	0.80275	0.79505	0.78818	0.78161
  -12     9.525	0.83131	0.82380	0.82058	0.81421	0.80686	0.80339	0.79560	0.78874	0.78222
  -12     9.575	0.83178	0.82440	0.82114	0.81487	0.80730	0.80392	0.79613	0.78938	0.78285
  -12     9.625	0.83255	0.82486	0.82161	0.81559	0.80767	0.80444	0.79667	0.79003	0.78346
  -12     9.675	0.83346	0.82525	0.82199	0.81625	0.80804	0.80497	0.79730	0.79068	0.78404
  -12     9.725	0.83431	0.82556	0.82239	0.81690	0.80852	0.80540	0.79790	0.79127	0.78442
  -12     9.775	0.83509	0.82594	0.82281	0.81746	0.80903	0.80559	0.79852	0.79183	0.78466
  -12     9.825	0.83591	0.82641	0.82314	0.81790	0.80960	0.80573	0.79915	0.79239	0.78504
  -12     9.875	0.83658	0.82692	0.82341	0.81834	0.81015	0.80592	0.79977	0.79294	0.78547
  -12     9.925	0.83706	0.82750	0.82385	0.81885	0.81083	0.80623	0.80033	0.79343	0.78598
  -12     9.975	0.83742	0.82813	0.82425	0.81934	0.81143	0.80653	0.80090	0.79396	0.78658
  -12    11.000	0.84872	0.84211	0.82936	0.82961	0.82243	0.81255	0.80978	0.80374	0.79590
  -12    12.000	0.85143	0.84880	0.84267	0.83327	0.83014	0.82265	0.81580	0.80877	0.80350
  -12    13.000	0.85766	0.85120	0.84893	0.84315	0.83336	0.83015	0.82422	0.81484	0.80907
  -12    14.000	0.86279	0.85482	0.84990	0.84837	0.84240	0.83277	0.82985	0.82375	0.81518
  -12    15.000	0.86942	0.86112	0.85069	0.85141	0.84826	0.83875	0.83111	0.83036	0.82250
  -12    16.000	0.87684	0.86409	0.85546	0.85224	0.85015	0.84136	0.83604	0.83290	0.82668
  -12    17.000	0.87505	0.87077	0.86178	0.85513	0.85068	0.84508	0.84088	0.83187	0.82847
  -12    18.000	0.87572	0.87567	0.86905	0.86012	0.85059	0.84753	0.84306	0.83633	0.82896
  -12    19.000	0.88295	0.87386	0.87585	0.86406	0.85497	0.84766	0.84580	0.83903	0.83081
  -12    20.000	0.88559	0.87470	0.87812	0.87395	0.86103	0.84679	0.84850	0.84358	0.83584
   14     0.025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   14     0.075	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   14     0.125	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   14     0.175	0.06137	0.05285	0.04484	0.03727	0.03026	0.02393	0.01834	0.01356	0.00973
   14     0.225	0.18085	0.16777	0.15428	0.14083	0.12770	0.11507	0.10305	0.09169	0.08101
   14     0.275	0.30795	0.29516	0.28174	0.26770	0.25299	0.23774	0.22190	0.20586	0.18992
   14     0.325	0.42737	0.41493	0.40187	0.38823	0.37402	0.35925	0.34392	0.32807	0.31170
   14     0.375	0.53497	0.52291	0.51028	0.49707	0.48330	0.46899	0.45416	0.43887	0.42310
   14     0.425	0.62926	0.61759	0.60535	0.59254	0.57926	0.56547	0.55113	0.53639	0.52119
   14     0.475	0.71037	0.69906	0.68719	0.67485	0.66194	0.64866	0.63482	0.62062	0.60592
   14     0.525	0.77915	0.76823	0.75675	0.74480	0.73237	0.71946	0.70619	0.69238	0.67829
   14     0.575	0.83704	0.82642	0.81526	0.80376	0.79172	0.77925	0.76643	0.75311	0.73947
   14     0.625	0.88529	0.87507	0.86428	0.85306	0.84143	0.82943	0.81695	0.80407	0.79092
   14     0.675	0.92548	0.91546	0.90504	0.89420	0.88287	0.87116	0.85914	0.84676	0.83395
   14     0.725	0.95862	0.94888	0.93880	0.92825	0.91731	0.90597	0.89420	0.88219	0.86984
   14     0.775	0.98594	0.97654	0.96665	0.95643	0.94579	0.93476	0.92338	0.91164	0.89960
   14     0.825	1.00840	0.99918	0.98958	0.97960	0.96921	0.95852	0.94744	0.93605	0.92431
   14     0.875	1.02681	1.01775	1.00835	0.99859	0.98851	0.97804	0.96725	0.95613	0.94475
   14     0.925	1.04157	1.03275	1.02361	1.01406	1.00418	0.99395	0.98345	0.97263	0.96156
   14     0.975	1.05358	1.04502	1.03607	1.02672	1.01710	1.00711	0.99683	0.98627	0.97543
   14     1.025	1.06329	1.05486	1.04604	1.03691	1.02751	1.01770	1.00771	0.99740	0.98678
   14     1.075	1.07094	1.06261	1.05395	1.04503	1.03573	1.02614	1.01635	1.00628	0.99591
   14     1.125	1.07691	1.06876	1.06031	1.05158	1.04248	1.03308	1.02341	1.01346	1.00325
   14     1.175	1.08156	1.07356	1.06519	1.05644	1.04752	1.03841	1.02895	1.01922	1.00927
   14     1.225	1.08492	1.07707	1.06892	1.06048	1.05171	1.04263	1.03327	1.02363	1.01384
   14     1.275	1.08757	1.07983	1.07174	1.06329	1.05455	1.04568	1.03657	1.02722	1.01757
   14     1.325	1.08932	1.08149	1.07349	1.06535	1.05686	1.04814	1.03907	1.02968	1.02018
   14     1.375	1.09020	1.08276	1.07497	1.06681	1.05835	1.04956	1.04072	1.03166	1.02232
   14     1.425	1.09095	1.08345	1.07557	1.06740	1.05919	1.05070	1.04196	1.03289	1.02352
   14     1.475	1.09094	1.08339	1.07571	1.06791	1.05973	1.05124	1.04241	1.03360	1.02458
   14     1.525	1.09041	1.08319	1.07570	1.06784	1.05967	1.05127	1.04280	1.03407	1.02498
   14     1.575	1.08988	1.08282	1.07529	1.06734	1.05936	1.05115	1.04266	1.03384	1.02497
   14     1.625	1.08915	1.08192	1.07429	1.06668	1.05884	1.05064	1.04210	1.03367	1.02492
   14     1.675	1.08801	1.08073	1.07345	1.06592	1.05794	1.04970	1.04155	1.03312	1.02432
   14     1.725	1.08670	1.07971	1.07243	1.06481	1.05675	1.04900	1.04081	1.03228	1.02367
   14     1.775	1.08532	1.07845	1.07112	1.06319	1.05571	1.04791	1.03970	1.03138	1.02294
   14     1.825	1.08411	1.07715	1.06941	1.06185	1.05457	1.04674	1.03865	1.03044	1.02185
   14     1.875	1.08266	1.07540	1.06790	1.06070	1.05319	1.04542	1.03752	1.02916	1.02045
   14     1.925	1.08070	1.07345	1.06656	1.05926	1.05146	1.04398	1.03604	1.02765	1.01946
   14     1.975	1.07842	1.07195	1.06518	1.05769	1.05007	1.04243	1.03447	1.02652	1.01835
   14     2.025	1.07665	1.07027	1.06356	1.05607	1.04863	1.04089	1.03296	1.02515	1.01689
   14     2.075	1.07529	1.06881	1.06146	1.05443	1.04711	1.03922	1.03156	1.02358	1.01523
   14     2.125	1.07388	1.06687	1.05967	1.05265	1.04540	1.03787	1.03013	1.02203	1.01401
   14     2.175	1.07184	1.06508	1.05804	1.05113	1.04357	1.03629	1.02866	1.02052	1.01265
   14     2.225	1.06999	1.06292	1.05665	1.04950	1.04207	1.03466	1.02677	1.01919	1.01108
   14     2.275	1.06818	1.06142	1.05486	1.04765	1.04050	1.03297	1.02523	1.01761	1.00960
   14     2.325	1.06618	1.06003	1.05312	1.04573	1.03889	1.03135	1.02387	1.01609	1.00799
   14     2.375	1.06429	1.05829	1.05129	1.04438	1.03709	1.02974	1.02237	1.01453	1.00669
   14     2.425	1.06283	1.05646	1.04930	1.04279	1.03577	1.02818	1.02079	1.01279	1.00527
   14     2.475	1.06143	1.05472	1.04786	1.04115	1.03379	1.02672	1.01911	1.01151	1.00375
   14     2.525	1.05957	1.05303	1.04633	1.03968	1.03214	1.02522	1.01752	1.01009	1.00223
   14     2.575	1.05814	1.05097	1.04487	1.03783	1.03080	1.02358	1.01614	1.00868	1.00063
   14     2.625	1.05633	1.04961	1.04326	1.03607	1.02931	1.02213	1.01460	1.00709	0.99932
   14     2.675	1.05440	1.04806	1.04188	1.03453	1.02790	1.02040	1.01325	1.00552	0.99813
   14     2.725	1.05267	1.04668	1.04006	1.03328	1.02627	1.01895	1.01178	1.00411	0.99674
   14     2.775	1.05108	1.04536	1.03845	1.03177	1.02481	1.01756	1.01037	1.00282	0.99535
   14     2.825	1.04958	1.04386	1.03682	1.03042	1.02308	1.01636	1.00899	1.00145	0.99386
   14     2.875	1.04844	1.04219	1.03542	1.02906	1.02162	1.01491	1.00756	1.00013	0.99252
   14     2.925	1.04716	1.04066	1.03399	1.02757	1.02043	1.01357	1.00599	0.99884	0.99103
   14     2.975	1.04591	1.03902	1.03275	1.02612	1.01918	1.01214	1.00479	0.99759	0.98995
   14     3.025	1.04454	1.03743	1.03154	1.02466	1.01789	1.01081	1.00361	0.99628	0.98888
   14     3.075	1.04284	1.03611	1.03034	1.02301	1.01654	1.00936	1.00236	0.99489	0.98759
   14     3.125	1.04122	1.03497	1.02905	1.02171	1.01525	1.00802	1.00111	0.99346	0.98635
   14     3.175	1.03992	1.03390	1.02758	1.02065	1.01416	1.00684	0.99992	0.99245	0.98509
   14     3.225	1.03841	1.03283	1.02617	1.01952	1.01290	1.00577	0.99866	0.99136	0.98398
   14     3.275	1.03714	1.03157	1.02465	1.01830	1.01154	1.00454	0.99736	0.99022	0.98270
   14     3.325	1.03594	1.03031	1.02309	1.01731	1.01013	1.00335	0.99611	0.98922	0.98145
   14     3.375	1.03484	1.02911	1.02204	1.01616	1.00886	1.00233	0.99503	0.98804	0.98048
   14     3.425	1.03368	1.02775	1.02105	1.01512	1.00777	1.00128	0.99405	0.98684	0.97952
   14     3.475	1.03276	1.02651	1.02019	1.01391	1.00672	1.00016	0.99305	0.98566	0.97853
   14     3.525	1.03151	1.02539	1.01918	1.01250	1.00569	0.99897	0.99188	0.98460	0.97751
   14     3.575	1.03061	1.02393	1.01821	1.01107	1.00475	0.99778	0.99086	0.98362	0.97653
   14     3.625	1.02955	1.02276	1.01711	1.00986	1.00394	0.99660	0.98980	0.98259	0.97553
   14     3.675	1.02846	1.02167	1.01608	1.00880	1.00312	0.99561	0.98887	0.98170	0.97438
   14     3.725	1.02746	1.02080	1.01516	1.00792	1.00205	0.99458	0.98786	0.98085	0.97330
   14     3.775	1.02648	1.01981	1.01415	1.00705	1.00094	0.99356	0.98706	0.97981	0.97231
   14     3.825	1.02544	1.01882	1.01302	1.00612	0.99989	0.99265	0.98620	0.97885	0.97134
   14     3.875	1.02448	1.01777	1.01189	1.00521	0.99877	0.99177	0.98512	0.97797	0.97047
   14     3.925	1.02349	1.01676	1.01095	1.00421	0.99771	0.99090	0.98415	0.97700	0.96974
   14     3.975	1.02237	1.01585	1.00999	1.00314	0.99691	0.99001	0.98326	0.97617	0.96897
   14     4.025	1.02139	1.01484	1.00920	1.00192	0.99622	0.98910	0.98243	0.97540	0.96816
   14     4.075	1.02051	1.01380	1.00856	1.00103	0.99543	0.98824	0.98153	0.97472	0.96721
   14     4.125	1.01980	1.01286	1.00773	1.00011	0.99466	0.98732	0.98072	0.97385	0.96623
   14     4.175	1.01908	1.01211	1.00692	0.99937	0.99398	0.98640	0.97990	0.97294	0.96542
   14     4.225	1.01828	1.01131	1.00613	0.99869	0.99320	0.98556	0.97901	0.97189	0.96476
   14     4.275	1.01746	1.01054	1.00513	0.99786	0.99215	0.98455	0.97838	0.97105	0.96416
   14     4.325	1.01655	1.00981	1.00418	0.99716	0.99120	0.98383	0.97773	0.97019	0.96347
   14     4.375	1.01550	1.00910	1.00323	0.99645	0.99035	0.98321	0.97706	0.96935	0.96284
   14     4.425	1.01465	1.00835	1.00260	0.99588	0.98966	0.98251	0.97640	0.96865	0.96211
   14     4.475	1.01397	1.00747	1.00216	0.99513	0.98911	0.98171	0.97568	0.96802	0.96130
   14     4.525	1.01344	1.00646	1.00150	0.99404	0.98834	0.98114	0.97479	0.96745	0.96037
   14     4.575	1.01293	1.00541	1.00060	0.99343	0.98748	0.98076	0.97365	0.96697	0.95957
   14     4.625	1.01206	1.00502	0.99955	0.99315	0.98637	0.98029	0.97250	0.96648	0.95910
   14     4.675	1.01113	1.00475	0.99837	0.99273	0.98543	0.97964	0.97190	0.96588	0.95864
   14     4.725	1.00985	1.00436	0.99755	0.99215	0.98471	0.97884	0.97136	0.96508	0.95797
   14     4.775	1.00896	1.00380	0.99690	0.99128	0.98402	0.97799	0.97079	0.96439	0.95712
   14     4.825	1.00840	1.00294	0.99623	0.99055	0.98345	0.97741	0.97019	0.96379	0.95633
   14     4.875	1.00782	1.00241	0.99542	0.98997	0.98275	0.97698	0.96965	0.96305	0.95583
   14     4.925	1.00713	1.00218	0.99443	0.98960	0.98214	0.97651	0.96916	0.96220	0.95538
   14     4.975	1.00610	1.00197	0.99392	0.98909	0.98157	0.97574	0.96876	0.96139	0.95485
   14     5.025	1.00542	1.00134	0.99347	0.98824	0.98122	0.97500	0.96812	0.96088	0.95418
   14     5.075	1.00488	1.00025	0.99312	0.98749	0.98071	0.97408	0.96745	0.96039	0.95364
   14     5.125	1.00430	0.99942	0.99258	0.98683	0.98011	0.97323	0.96698	0.95990	0.95308
   14     5.175	1.00366	0.99868	0.99194	0.98606	0.97968	0.97250	0.96655	0.95942	0.95245
   14     5.225	1.00295	0.99790	0.99159	0.98524	0.97923	0.97190	0.96608	0.95895	0.95179
   14     5.275	1.00259	0.99703	0.99135	0.98435	0.97875	0.97148	0.96552	0.95844	0.95111
   14     5.325	1.00218	0.99611	0.99102	0.98377	0.97820	0.97115	0.96493	0.95793	0.95065
   14     5.375	1.00173	0.99559	0.99057	0.98316	0.97771	0.97060	0.96454	0.95733	0.95030
