111 1.11  0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
   14     5.425	1.00123	0.99495	0.99017	0.98255	0.97747	0.96996	0.96398	0.95687	0.94994
   14     5.475	1.00061	0.99416	0.98970	0.98198	0.97719	0.96955	0.96321	0.95650	0.94952
   14     5.525	1.00032	0.99344	0.98903	0.98149	0.97652	0.96927	0.96228	0.95599	0.94901
   14     5.575	0.99998	0.99286	0.98837	0.98119	0.97570	0.96879	0.96156	0.95542	0.94849
   14     5.625	0.99967	0.99255	0.98759	0.98093	0.97509	0.96838	0.96127	0.95480	0.94808
   14     5.675	0.99923	0.99225	0.98703	0.98061	0.97453	0.96777	0.96096	0.95437	0.94760
   14     5.725	0.99894	0.99170	0.98662	0.98010	0.97384	0.96745	0.96044	0.95395	0.94712
   14     5.775	0.99854	0.99122	0.98618	0.97987	0.97296	0.96715	0.95989	0.95347	0.94665
   14     5.825	0.99805	0.99081	0.98558	0.97951	0.97203	0.96683	0.95949	0.95291	0.94610
   14     5.875	0.99755	0.99059	0.98477	0.97908	0.97146	0.96641	0.95913	0.95243	0.94560
   14     5.925	0.99700	0.99044	0.98420	0.97872	0.97121	0.96611	0.95869	0.95205	0.94496
   14     5.975	0.99645	0.99011	0.98387	0.97824	0.97086	0.96596	0.95813	0.95148	0.94455
   14     6.025	0.99588	0.98970	0.98343	0.97783	0.97049	0.96558	0.95773	0.95093	0.94420
   14     6.075	0.99531	0.98946	0.98280	0.97742	0.97009	0.96479	0.95741	0.95051	0.94385
   14     6.125	0.99466	0.98913	0.98209	0.97711	0.96983	0.96396	0.95712	0.95014	0.94341
   14     6.175	0.99402	0.98890	0.98155	0.97675	0.96948	0.96328	0.95687	0.94987	0.94293
   14     6.225	0.99355	0.98865	0.98133	0.97630	0.96919	0.96266	0.95657	0.94954	0.94259
   14     6.275	0.99317	0.98833	0.98101	0.97561	0.96888	0.96199	0.95629	0.94908	0.94223
   14     6.325	0.99270	0.98800	0.98048	0.97512	0.96855	0.96122	0.95603	0.94862	0.94185
   14     6.375	0.99211	0.98770	0.98002	0.97466	0.96818	0.96079	0.95579	0.94828	0.94145
   14     6.425	0.99146	0.98735	0.97970	0.97412	0.96796	0.96056	0.95542	0.94792	0.94119
   14     6.475	0.99101	0.98673	0.97933	0.97356	0.96772	0.96026	0.95494	0.94761	0.94089
   14     6.525	0.99050	0.98608	0.97921	0.97322	0.96751	0.95984	0.95455	0.94731	0.94062
   14     6.575	0.98976	0.98556	0.97906	0.97285	0.96729	0.95957	0.95412	0.94698	0.94030
   14     6.625	0.98911	0.98517	0.97879	0.97231	0.96710	0.95920	0.95365	0.94666	0.93984
   14     6.675	0.98848	0.98475	0.97859	0.97167	0.96682	0.95885	0.95306	0.94632	0.93942
   14     6.725	0.98797	0.98417	0.97839	0.97102	0.96655	0.95860	0.95254	0.94600	0.93905
   14     6.775	0.98757	0.98370	0.97815	0.97031	0.96627	0.95822	0.95212	0.94553	0.93879
   14     6.825	0.98731	0.98343	0.97798	0.96998	0.96615	0.95773	0.95162	0.94514	0.93848
   14     6.875	0.98688	0.98315	0.97764	0.96970	0.96598	0.95719	0.95140	0.94486	0.93817
   14     6.925	0.98638	0.98283	0.97730	0.96932	0.96556	0.95676	0.95116	0.94437	0.93793
   14     6.975	0.98593	0.98271	0.97702	0.96905	0.96527	0.95635	0.95095	0.94393	0.93775
   14     7.025	0.98556	0.98262	0.97657	0.96897	0.96499	0.95574	0.95084	0.94347	0.93753
   14     7.075	0.98508	0.98242	0.97616	0.96882	0.96451	0.95530	0.95072	0.94290	0.93732
   14     7.125	0.98452	0.98219	0.97580	0.96867	0.96400	0.95514	0.95062	0.94240	0.93708
   14     7.175	0.98392	0.98185	0.97538	0.96846	0.96346	0.95501	0.95045	0.94215	0.93678
   14     7.225	0.98368	0.98130	0.97476	0.96827	0.96285	0.95493	0.95029	0.94194	0.93644
   14     7.275	0.98369	0.98068	0.97418	0.96809	0.96220	0.95493	0.95002	0.94155	0.93617
   14     7.325	0.98376	0.98012	0.97354	0.96790	0.96158	0.95496	0.94968	0.94118	0.93585
   14     7.375	0.98405	0.97967	0.97298	0.96765	0.96096	0.95488	0.94925	0.94085	0.93535
   14     7.425	0.98432	0.97928	0.97293	0.96736	0.96048	0.95491	0.94874	0.94072	0.93495
   14     7.475	0.98454	0.97882	0.97280	0.96703	0.96012	0.95480	0.94823	0.94060	0.93452
   14     7.525	0.98490	0.97843	0.97279	0.96674	0.95997	0.95468	0.94798	0.94050	0.93419
   14     7.575	0.98502	0.97801	0.97269	0.96645	0.95979	0.95429	0.94781	0.94036	0.93394
   14     7.625	0.98504	0.97760	0.97244	0.96604	0.95974	0.95372	0.94768	0.94030	0.93355
   14     7.675	0.98501	0.97734	0.97214	0.96560	0.95973	0.95311	0.94754	0.94027	0.93304
   14     7.725	0.98488	0.97734	0.97181	0.96513	0.95967	0.95245	0.94729	0.94002	0.93257
   14     7.775	0.98462	0.97728	0.97162	0.96490	0.95954	0.95196	0.94702	0.93969	0.93225
   14     7.825	0.98402	0.97726	0.97133	0.96470	0.95925	0.95160	0.94662	0.93948	0.93202
   14     7.875	0.98322	0.97720	0.97081	0.96455	0.95887	0.95129	0.94622	0.93930	0.93174
   14     7.925	0.98236	0.97718	0.97032	0.96450	0.95842	0.95104	0.94587	0.93917	0.93141
   14     7.975	0.98198	0.97700	0.96978	0.96447	0.95793	0.95073	0.94553	0.93902	0.93131
   14     8.025	0.98188	0.97672	0.96935	0.96440	0.95748	0.95064	0.94515	0.93878	0.93122
   14     8.075	0.98179	0.97628	0.96896	0.96433	0.95702	0.95058	0.94482	0.93847	0.93116
   14     8.125	0.98179	0.97578	0.96876	0.96418	0.95672	0.95045	0.94447	0.93839	0.93103
   14     8.175	0.98167	0.97572	0.96849	0.96397	0.95671	0.95024	0.94421	0.93833	0.93073
   14     8.225	0.98145	0.97585	0.96821	0.96367	0.95675	0.94992	0.94391	0.93817	0.93037
   14     8.275	0.98103	0.97604	0.96790	0.96334	0.95671	0.94964	0.94364	0.93798	0.93017
   14     8.325	0.98039	0.97633	0.96769	0.96300	0.95665	0.94959	0.94314	0.93774	0.93006
   14     8.375	0.97966	0.97640	0.96761	0.96268	0.95649	0.94956	0.94259	0.93743	0.92995
   14     8.425	0.97879	0.97649	0.96757	0.96228	0.95639	0.94953	0.94204	0.93707	0.92985
   14     8.475	0.97783	0.97613	0.96752	0.96180	0.95619	0.94936	0.94164	0.93674	0.92971
   14     8.525	0.97709	0.97554	0.96747	0.96152	0.95596	0.94912	0.94139	0.93628	0.92963
   14     8.575	0.97693	0.97481	0.96758	0.96146	0.95559	0.94881	0.94127	0.93580	0.92945
   14     8.625	0.97685	0.97398	0.96760	0.96133	0.95521	0.94850	0.94117	0.93545	0.92925
   14     8.675	0.97665	0.97325	0.96760	0.96115	0.95510	0.94811	0.94121	0.93523	0.92905
   14     8.725	0.97660	0.97282	0.96742	0.96077	0.95511	0.94760	0.94125	0.93507	0.92873
   14     8.775	0.97651	0.97250	0.96713	0.96030	0.95517	0.94716	0.94128	0.93490	0.92857
   14     8.825	0.97636	0.97223	0.96689	0.95984	0.95508	0.94698	0.94109	0.93476	0.92850
   14     8.875	0.97602	0.97180	0.96682	0.95952	0.95496	0.94684	0.94083	0.93460	0.92848
   14     8.925	0.97565	0.97144	0.96668	0.95911	0.95481	0.94696	0.94052	0.93438	0.92837
   14     8.975	0.97535	0.97116	0.96661	0.95864	0.95462	0.94709	0.94035	0.93411	0.92805
   14     9.025	0.97515	0.97092	0.96654	0.95837	0.95440	0.94715	0.94041	0.93380	0.92766
   14     9.075	0.97513	0.97055	0.96639	0.95826	0.95412	0.94706	0.94033	0.93337	0.92726
   14     9.125	0.97525	0.97005	0.96619	0.95814	0.95376	0.94698	0.94020	0.93307	0.92689
   14     9.175	0.97528	0.96961	0.96612	0.95801	0.95346	0.94680	0.94003	0.93283	0.92645
   14     9.225	0.97527	0.96941	0.96593	0.95788	0.95316	0.94654	0.93982	0.93259	0.92610
   14     9.275	0.97526	0.96907	0.96564	0.95794	0.95271	0.94629	0.93954	0.93237	0.92589
   14     9.325	0.97510	0.96878	0.96540	0.95793	0.95226	0.94620	0.93924	0.93218	0.92570
   14     9.375	0.97473	0.96845	0.96522	0.95773	0.95186	0.94614	0.93895	0.93211	0.92557
   14     9.425	0.97440	0.96799	0.96484	0.95752	0.95146	0.94616	0.93873	0.93197	0.92540
   14     9.475	0.97431	0.96756	0.96456	0.95734	0.95097	0.94616	0.93872	0.93181	0.92524
   14     9.525	0.97439	0.96712	0.96429	0.95722	0.95035	0.94622	0.93872	0.93165	0.92513
   14     9.575	0.97448	0.96678	0.96399	0.95709	0.94968	0.94627	0.93859	0.93162	0.92495
   14     9.625	0.97464	0.96639	0.96357	0.95687	0.94931	0.94628	0.93854	0.93161	0.92482
   14     9.675	0.97464	0.96610	0.96325	0.95692	0.94917	0.94609	0.93843	0.93164	0.92464
   14     9.725	0.97460	0.96591	0.96300	0.95703	0.94915	0.94583	0.93823	0.93154	0.92453
   14     9.775	0.97447	0.96597	0.96262	0.95707	0.94905	0.94552	0.93807	0.93151	0.92442
   14     9.825	0.97437	0.96581	0.96230	0.95708	0.94892	0.94511	0.93796	0.93141	0.92429
   14     9.875	0.97451	0.96557	0.96197	0.95694	0.94871	0.94484	0.93781	0.93119	0.92396
   14     9.925	0.97462	0.96546	0.96167	0.95674	0.94837	0.94452	0.93773	0.93091	0.92366
   14     9.975	0.97489	0.96528	0.96153	0.95659	0.94804	0.94410	0.93775	0.93064	0.92336
   14    11.000	0.97443	0.96574	0.95572	0.95514	0.94580	0.93847	0.93505	0.92698	0.92163
   14    12.000	0.96658	0.96413	0.95789	0.94810	0.94477	0.93790	0.93075	0.92334	0.91818
   14    13.000	0.96343	0.95819	0.95606	0.94915	0.94000	0.93634	0.93051	0.92158	0.91451
   14    14.000	0.96190	0.95440	0.95082	0.94772	0.94111	0.93261	0.92907	0.92237	0.91408
   14    15.000	0.96234	0.95343	0.94337	0.94476	0.94122	0.93018	0.92539	0.92359	0.91435
   14    16.000	0.96494	0.94914	0.94382	0.93985	0.93623	0.92846	0.92340	0.91985	0.91357
   14    17.000	0.95761	0.95282	0.94415	0.93687	0.93327	0.92704	0.92283	0.91406	0.91070
   14    18.000	0.95408	0.95454	0.94715	0.93739	0.92852	0.92421	0.92082	0.91340	0.90656
   14    19.000	0.95650	0.94756	0.94969	0.93783	0.92835	0.92161	0.91923	0.91262	0.90357
   14    20.000	0.95573	0.94549	0.95058	0.94410	0.93068	0.91708	0.91915	0.91352	0.90528
  -14     0.025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
  -14     0.075	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
  -14     0.125	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
  -14     0.175	0.02301	0.02018	0.01745	0.01476	0.01217	0.00976	0.00758	0.00567	0.00411
  -14     0.225	0.05039	0.04680	0.04330	0.03991	0.03665	0.03352	0.03053	0.02767	0.02493
  -14     0.275	0.07508	0.07115	0.06727	0.06346	0.05970	0.05605	0.05247	0.04900	0.04563
  -14     0.325	0.09794	0.09373	0.08955	0.08541	0.08134	0.07734	0.07341	0.06956	0.06580
  -14     0.375	0.11965	0.11523	0.11081	0.10642	0.10206	0.09775	0.09350	0.08934	0.08526
  -14     0.425	0.14057	0.13598	0.13136	0.12672	0.12215	0.11760	0.11307	0.10864	0.10428
  -14     0.475	0.16091	0.15614	0.15134	0.14655	0.14172	0.13698	0.13223	0.12757	0.12294
  -14     0.525	0.18065	0.17577	0.17082	0.16586	0.16089	0.15593	0.15103	0.14611	0.14130
  -14     0.575	0.19990	0.19488	0.18978	0.18473	0.17959	0.17447	0.16941	0.16432	0.15930
  -14     0.625	0.21855	0.21348	0.20830	0.20306	0.19783	0.19261	0.18735	0.18209	0.17693
  -14     0.675	0.23672	0.23150	0.22626	0.22094	0.21557	0.21017	0.20482	0.19948	0.19413
  -14     0.725	0.25427	0.24899	0.24367	0.23827	0.23282	0.22733	0.22179	0.21632	0.21088
  -14     0.775	0.27125	0.26595	0.26052	0.25506	0.24951	0.24393	0.23833	0.23270	0.22710
  -14     0.825	0.28773	0.28233	0.27684	0.27128	0.26565	0.26000	0.25430	0.24860	0.24287
  -14     0.875	0.30362	0.29813	0.29258	0.28694	0.28126	0.27551	0.26974	0.26393	0.25815
  -14     0.925	0.31881	0.31328	0.30771	0.30200	0.29626	0.29044	0.28461	0.27874	0.27289
  -14     0.975	0.33353	0.32802	0.32240	0.31662	0.31085	0.30497	0.29906	0.29314	0.28718
  -14     1.025	0.34773	0.34217	0.33646	0.33069	0.32488	0.31892	0.31300	0.30701	0.30098
  -14     1.075	0.36138	0.35573	0.34997	0.34417	0.33825	0.33228	0.32632	0.32030	0.31423
  -14     1.125	0.37447	0.36884	0.36311	0.35729	0.35134	0.34533	0.33927	0.33313	0.32697
  -14     1.175	0.38714	0.38147	0.37566	0.36971	0.36374	0.35778	0.35170	0.34556	0.33940
  -14     1.225	0.39916	0.39353	0.38776	0.38189	0.37592	0.36983	0.36365	0.35741	0.35122
  -14     1.275	0.41100	0.40531	0.39949	0.39350	0.38738	0.38132	0.37521	0.36903	0.36276
  -14     1.325	0.42228	0.41645	0.41056	0.40468	0.39868	0.39258	0.38635	0.38001	0.37371
  -14     1.375	0.43297	0.42734	0.42153	0.41556	0.40943	0.40317	0.39701	0.39078	0.38447
  -14     1.425	0.44361	0.43785	0.43190	0.42578	0.41976	0.41365	0.40743	0.40107	0.39460
  -14     1.475	0.45362	0.44776	0.44185	0.43594	0.42986	0.42361	0.41722	0.41096	0.40464
  -14     1.525	0.46316	0.45746	0.45163	0.44562	0.43943	0.43317	0.42698	0.42066	0.41419
  -14     1.575	0.47259	0.46695	0.46104	0.45485	0.44874	0.44256	0.43622	0.42974	0.42334
  -14     1.625	0.48175	0.47591	0.46983	0.46384	0.45777	0.45151	0.44505	0.43881	0.43240
  -14     1.675	0.49041	0.48446	0.47861	0.47263	0.46639	0.45999	0.45379	0.44744	0.44089
  -14     1.725	0.49874	0.49302	0.48712	0.48099	0.47460	0.46853	0.46222	0.45571	0.44924
  -14     1.775	0.50688	0.50123	0.49520	0.48873	0.48276	0.47661	0.47022	0.46380	0.45738
  -14     1.825	0.51500	0.50918	0.50275	0.49657	0.49072	0.48445	0.47809	0.47169	0.46508
  -14     1.875	0.52270	0.51657	0.51030	0.50438	0.49828	0.49200	0.48572	0.47914	0.47235
  -14     1.925	0.52978	0.52356	0.51779	0.51177	0.50538	0.49928	0.49288	0.48620	0.47980
  -14     1.975	0.53639	0.53079	0.52511	0.51885	0.51255	0.50627	0.49982	0.49345	0.48700
  -14     2.025	0.54320	0.53777	0.53201	0.52566	0.51949	0.51310	0.50664	0.50032	0.49371
  -14     2.075	0.55021	0.54463	0.53832	0.53231	0.52614	0.51961	0.51334	0.50684	0.50010
  -14     2.125	0.55694	0.55088	0.54465	0.53866	0.53253	0.52621	0.51982	0.51318	0.50668
  -14     2.175	0.56304	0.55701	0.55094	0.54505	0.53861	0.53247	0.52607	0.51937	0.51295
  -14     2.225	0.56897	0.56279	0.55724	0.55112	0.54475	0.53850	0.53185	0.52553	0.51888
  -14     2.275	0.57478	0.56881	0.56315	0.55680	0.55066	0.54424	0.53774	0.53137	0.52469
  -14     2.325	0.58027	0.57479	0.56876	0.56232	0.55636	0.54991	0.54356	0.53704	0.53030
  -14     2.375	0.58570	0.58034	0.57411	0.56806	0.56179	0.55541	0.54913	0.54248	0.53594
  -14     2.425	0.59128	0.58561	0.57923	0.57346	0.56735	0.56082	0.55445	0.54765	0.54130
  -14     2.475	0.59675	0.59074	0.58462	0.57872	0.57222	0.56607	0.55954	0.55305	0.54646
  -14     2.525	0.60176	0.59574	0.58979	0.58387	0.57727	0.57117	0.56451	0.55815	0.55147
  -14     2.575	0.60678	0.60036	0.59481	0.58857	0.58232	0.57604	0.56955	0.56309	0.55622
  -14     2.625	0.61143	0.60528	0.59966	0.59315	0.58717	0.58085	0.57429	0.56777	0.56108
  -14     2.675	0.61581	0.60999	0.60439	0.59784	0.59192	0.58530	0.57899	0.57231	0.56594
  -14     2.725	0.62015	0.61472	0.60871	0.60255	0.59635	0.58983	0.58352	0.57680	0.57045
  -14     2.775	0.62450	0.61930	0.61301	0.60699	0.60071	0.59429	0.58794	0.58133	0.57479
  -14     2.825	0.62888	0.62359	0.61714	0.61136	0.60480	0.59873	0.59223	0.58560	0.57898
  -14     2.875	0.63332	0.62762	0.62137	0.61561	0.60889	0.60292	0.59634	0.58979	0.58312
  -14     2.925	0.63761	0.63155	0.62546	0.61964	0.61314	0.60698	0.60026	0.59388	0.58701
  -14     2.975	0.64174	0.63533	0.62956	0.62354	0.61723	0.61088	0.60430	0.59791	0.59118
  -14     3.025	0.64560	0.63903	0.63361	0.62727	0.62113	0.61476	0.60825	0.60173	0.59521
  -14     3.075	0.64909	0.64282	0.63752	0.63076	0.62487	0.61837	0.61208	0.60539	0.59890
  -14     3.125	0.65254	0.64668	0.64121	0.63446	0.62857	0.62198	0.61575	0.60892	0.60255
  -14     3.175	0.65608	0.65051	0.64465	0.63821	0.63230	0.62564	0.61936	0.61265	0.60610
  -14     3.225	0.65944	0.65417	0.64800	0.64185	0.63577	0.62926	0.62283	0.61625	0.60963
  -14     3.275	0.66283	0.65763	0.65114	0.64530	0.63906	0.63264	0.62615	0.61970	0.61294
  -14     3.325	0.66617	0.66093	0.65418	0.64880	0.64220	0.63599	0.62938	0.62314	0.61617
  -14     3.375	0.66958	0.66417	0.65755	0.65213	0.64535	0.63936	0.63272	0.62635	0.61954
  -14     3.425	0.67280	0.66720	0.66092	0.65540	0.64859	0.64262	0.63601	0.62945	0.62285
  -14     3.475	0.67608	0.67023	0.66428	0.65843	0.65176	0.64573	0.63918	0.63247	0.62602
  -14     3.525	0.67910	0.67323	0.66746	0.66119	0.65486	0.64867	0.64216	0.63550	0.62907
  -14     3.575	0.68223	0.67595	0.67053	0.66387	0.65796	0.65154	0.64513	0.63855	0.63208
  -14     3.625	0.68518	0.67872	0.67343	0.66660	0.66111	0.65430	0.64803	0.64144	0.63499
  -14     3.675	0.68803	0.68154	0.67630	0.66945	0.66413	0.65717	0.65093	0.64438	0.63767
  -14     3.725	0.69083	0.68449	0.67916	0.67237	0.66689	0.65991	0.65373	0.64727	0.64034
  -14     3.775	0.69358	0.68722	0.68190	0.67518	0.66950	0.66261	0.65659	0.64994	0.64302
  -14     3.825	0.69625	0.68990	0.68443	0.67791	0.67207	0.66533	0.65933	0.65257	0.64566
  -14     3.875	0.69886	0.69244	0.68690	0.68058	0.67453	0.66800	0.66181	0.65521	0.64829
  -14     3.925	0.70137	0.69495	0.68943	0.68307	0.67696	0.67061	0.66429	0.65772	0.65101
  -14     3.975	0.70372	0.69746	0.69192	0.68544	0.67955	0.67314	0.66680	0.66025	0.65362
  -14     4.025	0.70611	0.69985	0.69446	0.68765	0.68217	0.67559	0.66929	0.66279	0.65611
  -14     4.075	0.70849	0.70217	0.69707	0.69004	0.68467	0.67798	0.67168	0.66534	0.65843
  -14     4.125	0.71102	0.70448	0.69950	0.69232	0.68711	0.68026	0.67405	0.66767	0.66066
  -14     4.175	0.71344	0.70689	0.70182	0.69475	0.68956	0.68245	0.67641	0.66985	0.66296
  -14     4.225	0.71575	0.70918	0.70413	0.69710	0.69192	0.68466	0.67864	0.67189	0.66532
  -14     4.275	0.71799	0.71141	0.70624	0.69929	0.69395	0.68668	0.68098	0.67407	0.66768
  -14     4.325	0.72013	0.71364	0.70830	0.70154	0.69601	0.68892	0.68328	0.67616	0.66993
  -14     4.375	0.72211	0.71582	0.71034	0.70373	0.69806	0.69120	0.68549	0.67826	0.67215
  -14     4.425	0.72418	0.71793	0.71256	0.70601	0.70020	0.69339	0.68763	0.68041	0.67427
  -14     4.475	0.72631	0.71988	0.71488	0.70811	0.70240	0.69545	0.68969	0.68254	0.67624
  -14     4.525	0.72847	0.72172	0.71691	0.70989	0.70435	0.69763	0.69155	0.68467	0.67810
  -14     4.575	0.73055	0.72354	0.71869	0.71200	0.70620	0.69988	0.69316	0.68683	0.68001
  -14     4.625	0.73235	0.72574	0.72035	0.71427	0.70782	0.70200	0.69473	0.68896	0.68211
  -14     4.675	0.73410	0.72798	0.72190	0.71640	0.70953	0.70394	0.69667	0.69097	0.68418
  -14     4.725	0.73553	0.73011	0.72367	0.71838	0.71134	0.70573	0.69864	0.69275	0.68601
  -14     4.775	0.73720	0.73206	0.72550	0.72008	0.71312	0.70744	0.70055	0.69457	0.68767
  -14     4.825	0.73905	0.73376	0.72726	0.72187	0.71500	0.70933	0.70242	0.69640	0.68936
  -14     4.875	0.74083	0.73572	0.72886	0.72373	0.71675	0.71127	0.70430	0.69806	0.69126
  -14     4.925	0.74254	0.73785	0.73032	0.72568	0.71854	0.71314	0.70618	0.69961	0.69314
  -14     4.975	0.74396	0.73988	0.73217	0.72751	0.72032	0.71474	0.70807	0.70114	0.69492
  -14     5.025	0.74562	0.74157	0.73404	0.72899	0.72223	0.71629	0.70974	0.70290	0.69656
  -14     5.075	0.74733	0.74282	0.73591	0.73051	0.72398	0.71764	0.71134	0.70465	0.69825
  -14     5.125	0.74895	0.74424	0.73758	0.73206	0.72562	0.71903	0.71306	0.70635	0.69988
  -14     5.175	0.75049	0.74568	0.73918	0.73349	0.72735	0.72049	0.71478	0.70804	0.70144
  -14     5.225	0.75201	0.74706	0.74095	0.73483	0.72903	0.72204	0.71646	0.70967	0.70294
  -14     5.275	0.75373	0.74834	0.74278	0.73610	0.73067	0.72371	0.71803	0.71123	0.70438
  -14     5.325	0.75541	0.74956	0.74455	0.73754	0.73224	0.72539	0.71953	0.71280	0.70593
  -14     5.375	0.75703	0.75102	0.74618	0.73894	0.73379	0.72691	0.72113	0.71429	0.70757
  -14     5.425	0.75856	0.75238	0.74781	0.74040	0.73550	0.72835	0.72256	0.71581	0.70922
  -14     5.475	0.75995	0.75365	0.74927	0.74185	0.73718	0.72990	0.72380	0.71735	0.71079
  -14     5.525	0.76158	0.75492	0.75058	0.74332	0.73849	0.73150	0.72488	0.71879	0.71220
  -14     5.575	0.76315	0.75627	0.75188	0.74490	0.73966	0.73294	0.72607	0.72016	0.71356
  -14     5.625	0.76475	0.75780	0.75306	0.74649	0.74091	0.73441	0.72762	0.72147	0.71500
  -14     5.675	0.76619	0.75932	0.75433	0.74803	0.74217	0.73572	0.72912	0.72285	0.71637
  -14     5.725	0.76772	0.76064	0.75569	0.74941	0.74327	0.73719	0.73043	0.72423	0.71772
  -14     5.775	0.76909	0.76200	0.75703	0.75095	0.74424	0.73864	0.73171	0.72553	0.71903
  -14     5.825	0.77037	0.76337	0.75823	0.75234	0.74516	0.74008	0.73307	0.72677	0.72024
  -14     5.875	0.77166	0.76486	0.75927	0.75365	0.74634	0.74143	0.73442	0.72806	0.72146
  -14     5.925	0.77288	0.76639	0.76042	0.75503	0.74776	0.74286	0.73567	0.72936	0.72257
  -14     5.975	0.77400	0.76779	0.76170	0.75630	0.74908	0.74437	0.73683	0.73045	0.72384
  -14     6.025	0.77508	0.76911	0.76291	0.75754	0.75038	0.74563	0.73810	0.73157	0.72514
  -14     6.075	0.77615	0.77048	0.76396	0.75876	0.75166	0.74651	0.73941	0.73281	0.72641
  -14     6.125	0.77719	0.77176	0.76495	0.76006	0.75300	0.74734	0.74072	0.73404	0.72758
  -14     6.175	0.77821	0.77310	0.76600	0.76130	0.75423	0.74825	0.74204	0.73532	0.72871
  -14     6.225	0.77928	0.77443	0.76729	0.76244	0.75551	0.74920	0.74332	0.73654	0.72992
  -14     6.275	0.78042	0.77570	0.76851	0.76333	0.75676	0.75009	0.74458	0.73764	0.73110
  -14     6.325	0.78149	0.77693	0.76955	0.76436	0.75796	0.75088	0.74584	0.73871	0.73224
  -14     6.375	0.78245	0.77811	0.77062	0.76539	0.75912	0.75196	0.74709	0.73985	0.73335
  -14     6.425	0.78333	0.77923	0.77176	0.76635	0.76035	0.75318	0.74821	0.74097	0.73456
  -14     6.475	0.78432	0.78011	0.77285	0.76728	0.76156	0.75434	0.74922	0.74212	0.73570
  -14     6.525	0.78524	0.78096	0.77415	0.76837	0.76281	0.75538	0.75028	0.74324	0.73685
  -14     6.575	0.78593	0.78189	0.77543	0.76940	0.76403	0.75651	0.75126	0.74433	0.73795
  -14     6.625	0.78669	0.78288	0.77658	0.77028	0.76521	0.75755	0.75222	0.74540	0.73890
  -14     6.675	0.78749	0.78384	0.77777	0.77106	0.76631	0.75859	0.75303	0.74643	0.73986
  -14     6.725	0.78838	0.78467	0.77892	0.77179	0.76741	0.75970	0.75388	0.74747	0.74084
  -14     6.775	0.78931	0.78560	0.78002	0.77246	0.76849	0.76066	0.75478	0.74837	0.74190
  -14     6.825	0.79035	0.78664	0.78117	0.77347	0.76966	0.76151	0.75561	0.74931	0.74292
  -14     6.875	0.79125	0.78767	0.78217	0.77451	0.77078	0.76232	0.75668	0.75033	0.74393
  -14     6.925	0.79210	0.78865	0.78313	0.77546	0.77167	0.76319	0.75773	0.75115	0.74495
  -14     6.975	0.79296	0.78979	0.78410	0.77648	0.77263	0.76406	0.75879	0.75200	0.74601
  -14     7.025	0.79384	0.79095	0.78495	0.77762	0.77361	0.76475	0.75990	0.75285	0.74703
  -14     7.075	0.79463	0.79200	0.78582	0.77870	0.77438	0.76560	0.76100	0.75356	0.74805
  -14     7.125	0.79536	0.79296	0.78671	0.77976	0.77509	0.76665	0.76210	0.75432	0.74903
  -14     7.175	0.79607	0.79379	0.78753	0.78075	0.77578	0.76769	0.76315	0.75526	0.74993
  -14     7.225	0.79705	0.79443	0.78816	0.78173	0.77640	0.76878	0.76418	0.75624	0.75079
  -14     7.275	0.79824	0.79502	0.78881	0.78271	0.77699	0.76993	0.76508	0.75702	0.75169
  -14     7.325	0.79946	0.79560	0.78940	0.78366	0.77757	0.77108	0.76593	0.75779	0.75254
  -14     7.375	0.80084	0.79630	0.79006	0.78456	0.77813	0.77215	0.76667	0.75858	0.75323
  -14     7.425	0.80220	0.79708	0.79109	0.78541	0.77886	0.77327	0.76735	0.75956	0.75399
  -14     7.475	0.80352	0.79778	0.79205	0.78622	0.77965	0.77426	0.76802	0.76054	0.75470
  -14     7.525	0.80491	0.79855	0.79310	0.78704	0.78060	0.77524	0.76886	0.76153	0.75548
  -14     7.575	0.80608	0.79928	0.79407	0.78785	0.78151	0.77597	0.76976	0.76250	0.75631
  -14     7.625	0.80715	0.80003	0.79489	0.78857	0.78250	0.77652	0.77068	0.76351	0.75699
  -14     7.675	0.80818	0.80087	0.79564	0.78926	0.78350	0.77702	0.77158	0.76453	0.75756
  -14     7.725	0.80911	0.80190	0.79638	0.78990	0.78447	0.77749	0.77237	0.76535	0.75815
  -14     7.775	0.80991	0.80287	0.79722	0.79071	0.78538	0.77807	0.77313	0.76610	0.75885
  -14     7.825	0.81043	0.80382	0.79799	0.79155	0.78612	0.77874	0.77378	0.76691	0.75964
  -14     7.875	0.81074	0.80475	0.79853	0.79240	0.78676	0.77945	0.77441	0.76774	0.76039
  -14     7.925	0.81099	0.80569	0.79906	0.79335	0.78734	0.78018	0.77508	0.76860	0.76106
  -14     7.975	0.81165	0.80651	0.79954	0.79431	0.78790	0.78086	0.77577	0.76943	0.76195
  -14     8.025	0.81249	0.80724	0.80009	0.79521	0.78847	0.78172	0.77641	0.77017	0.76285
  -14     8.075	0.81332	0.80784	0.80066	0.79608	0.78903	0.78262	0.77705	0.77085	0.76375
  -14     8.125	0.81422	0.80837	0.80140	0.79687	0.78970	0.78346	0.77766	0.77172	0.76456
