12 0.0250 0.00000 0.00000
12 0.0750 0.58452 0.60429
12 0.1250 0.54016 0.55900
12 0.1750 0.34434 0.35908
12 0.2250 0.45873 0.46925
12 0.2750 0.57761 0.58940
12 0.3250 0.62515 0.63599
12 0.3750 0.72023 0.73010
12 0.4250 0.75979 0.76797
12 0.4750 0.82353 0.82969
12 0.5250 0.85510 0.85859
12 0.5750 0.89904 0.90172
12 0.6250 0.92290 0.92373
12 0.6750 0.95362 0.95334
12 0.7250 0.97094 0.96963
12 0.7750 0.99165 0.98837
12 0.8250 1.00363 0.99980
12 0.8750 1.01615 1.01165
12 0.9250 1.02366 1.01876
12 0.9750 1.03001 1.02448
12 1.0250 1.03427 1.02880
12 1.0750 1.03670 1.03139
12 1.1250 1.03939 1.03420
12 1.1750 1.04042 1.03536
12 1.2250 1.04356 1.03809
12 1.2750 1.04288 1.03767
12 1.3250 1.03627 1.03222
12 1.3750 1.03599 1.03123
12 1.4250 1.04381 1.03718
12 1.4750 1.04859 1.04269
12 1.5250 1.05102 1.04696
12 1.5750 1.05207 1.04803
12 1.6250 1.05245 1.04786
12 1.6750 1.05249 1.04858
12 1.7250 1.05246 1.04938
12 1.7750 1.05195 1.04911
12 1.8250 1.05116 1.04855
12 1.8750 1.05039 1.04800
12 1.9250 1.04963 1.04732
12 1.9750 1.04903 1.04669
12 2.0250 1.04841 1.04594
12 2.0750 1.04783 1.04536
12 2.1250 1.04717 1.04484
12 2.1750 1.04652 1.04441
12 2.2250 1.04599 1.04390
12 2.2750 1.04557 1.04336
12 2.3250 1.04512 1.04282
12 2.3750 1.04471 1.04234
12 2.4250 1.04420 1.04193
12 2.4750 1.04370 1.04160
12 2.5250 1.04324 1.04135
12 2.5750 1.04291 1.04086
12 2.6250 1.04251 1.04046
12 2.6750 1.04217 1.04006
12 2.7250 1.04189 1.03969
12 2.7750 1.04162 1.03934
12 2.8250 1.04119 1.03904
12 2.8750 1.04092 1.03878
12 2.9250 1.04049 1.03851
12 2.9750 1.04014 1.03834
12 3.0250 1.03987 1.03804
12 3.0750 1.03965 1.03784
12 3.1250 1.03939 1.03753
12 3.1750 1.03924 1.03723
12 3.2250 1.03896 1.03689
12 3.2750 1.03884 1.03671
12 3.3250 1.03858 1.03648
12 3.3750 1.03829 1.03629
12 3.4250 1.03798 1.03616
12 3.4750 1.03767 1.03598
12 3.5250 1.03749 1.03591
12 3.5750 1.03729 1.03567
12 3.6250 1.03705 1.03538
12 3.6750 1.03690 1.03519
12 3.7250 1.03673 1.03494
12 3.7750 1.03651 1.03466
12 3.8250 1.03643 1.03449
12 3.8750 1.03634 1.03433
12 3.9250 1.03625 1.03418
12 3.9750 1.03602 1.03393
12 4.0250 1.03581 1.03382
12 4.0750 1.03556 1.03371
12 4.1250 1.03530 1.03354
12 4.1750 1.03520 1.03350
12 4.2250 1.03504 1.03339
12 4.2750 1.03492 1.03329
12 4.3250 1.03481 1.03314
12 4.3750 1.03451 1.03284
12 4.4250 1.03439 1.03275
12 4.4750 1.03426 1.03265
12 4.5250 1.03409 1.03247
12 4.5750 1.03399 1.03232
12 4.6250 1.03395 1.03213
12 4.6750 1.03402 1.03202
12 4.7250 1.03397 1.03185
12 4.7750 1.03383 1.03170
12 4.8250 1.03379 1.03167
12 4.8750 1.03360 1.03157
12 4.9250 1.03352 1.03160
12 4.9750 1.03337 1.03157
12 5.0250 1.03324 1.03152
12 5.0750 1.03306 1.03132
12 5.1250 1.03296 1.03127
12 5.1750 1.03282 1.03131
12 5.2250 1.03263 1.03127
12 5.2750 1.03246 1.03127
12 5.3250 1.03234 1.03107
12 5.3750 1.03216 1.03092
12 5.4250 1.03191 1.03076
12 5.4750 1.03176 1.03065
12 5.5250 1.03179 1.03062
12 5.5750 1.03181 1.03046
12 5.6250 1.03181 1.03031
12 5.6750 1.03173 1.03018
12 5.7250 1.03158 1.02995
12 5.7750 1.03163 1.02990
12 5.8250 1.03160 1.02976
12 5.8750 1.03154 1.02965
12 5.9250 1.03143 1.02953
12 5.9750 1.03154 1.02961
12 6.0250 1.03137 1.02942
12 6.0750 1.03124 1.02924
12 6.1250 1.03131 1.02931
12 6.1750 1.03123 1.02925
12 6.2250 1.03110 1.02917
12 6.2750 1.03115 1.02928
12 6.3250 1.03107 1.02922
12 6.3750 1.03103 1.02918
12 6.4250 1.03101 1.02923
12 6.4750 1.03076 1.02907
12 6.5250 1.03066 1.02911
12 6.5750 1.03040 1.02908
12 6.6250 1.03054 1.02933
12 6.6750 1.03032 1.02922
12 6.7250 1.03010 1.02908
12 6.7750 1.03005 1.02912
12 6.8250 1.02998 1.02910
12 6.8750 1.02980 1.02896
12 6.9250 1.02994 1.02914
12 6.9750 1.02976 1.02896
12 7.0250 1.02958 1.02877
12 7.0750 1.02975 1.02889
12 7.1250 1.02955 1.02871
12 7.1750 1.02958 1.02870
12 7.2250 1.02950 1.02852
12 7.2750 1.02956 1.02857
12 7.3250 1.02944 1.02854
12 7.3750 1.02944 1.02856
12 7.4250 1.02932 1.02849
12 7.4750 1.02900 1.02825
12 7.5250 1.02918 1.02839
12 7.5750 1.02899 1.02812
12 7.6250 1.02907 1.02810
12 7.6750 1.02907 1.02795
12 7.7250 1.02917 1.02789
12 7.7750 1.02907 1.02762
12 7.8250 1.02913 1.02760
12 7.8750 1.02905 1.02746
12 7.9250 1.02929 1.02754
12 7.9750 1.02915 1.02729
12 8.0250 1.02937 1.02741
12 8.0750 1.02919 1.02715
12 8.1250 1.02935 1.02731
12 8.1750 1.02932 1.02730
12 8.2250 1.02914 1.02719
12 8.2750 1.02908 1.02721
12 8.3250 1.02879 1.02704
12 8.3750 1.02885 1.02720
12 8.4250 1.02867 1.02706
12 8.4750 1.02881 1.02718
12 8.5250 1.02884 1.02720
12 8.5750 1.02867 1.02716
12 8.6250 1.02878 1.02741
12 8.6750 1.02846 1.02724
12 8.7250 1.02852 1.02750
12 8.7750 1.02810 1.02724
12 8.8250 1.02815 1.02735
12 8.8750 1.02797 1.02726
12 8.9250 1.02766 1.02704
12 8.9750 1.02766 1.02693
12 9.0250 1.02780 1.02699
12 9.0750 1.02755 1.02669
12 9.1250 1.02768 1.02683
12 9.1750 1.02779 1.02696
12 9.2250 1.02755 1.02680
12 9.2750 1.02766 1.02686
12 9.3250 1.02743 1.02658
12 9.3750 1.02748 1.02661
12 9.4250 1.02756 1.02663
12 9.4750 1.02730 1.02625
12 9.5250 1.02748 1.02629
12 9.5750 1.02768 1.02639
12 9.6250 1.02736 1.02603
12 9.6750 1.02753 1.02611
12 9.7250 1.02746 1.02597
12 9.7750 1.02760 1.02605
12 9.8250 1.02728 1.02569
12 9.8750 1.02743 1.02577
12 9.9250 1.02757 1.02587
12 9.9750 1.02734 1.02559
12 11.0000 1.02816 1.02538
12 12.0000 1.02627 1.02568
12 13.0000 1.02600 1.02467
12 14.0000 1.02678 1.02473
12 15.0000 1.02925 1.02542
12 16.0000 1.02854 1.02725
12 17.0000 1.02791 1.02661
12 18.0000 1.02395 1.02373
12 19.0000 1.02208 1.02188
12 20.0000 1.02215 1.02247
-12 0.0250 0.00000 0.00000
-12 0.0750 0.52489 0.54268
-12 0.1250 0.50684 0.51914
-12 0.1750 0.41799 0.42982
-12 0.2250 0.52334 0.53055
-12 0.2750 0.66124 0.66929
-12 0.3250 0.68368 0.69189
-12 0.3750 0.72197 0.73152
-12 0.4250 0.73234 0.74185
-12 0.4750 0.73439 0.74362
-12 0.5250 0.73949 0.74856
-12 0.5750 0.74491 0.75377
-12 0.6250 0.75215 0.76075
-12 0.6750 0.75985 0.76816
-12 0.7250 0.76780 0.77579
-12 0.7750 0.77584 0.78349
-12 0.8250 0.78368 0.79111
-12 0.8750 0.79134 0.79856
-12 0.9250 0.79887 0.80580
-12 0.9750 0.80619 0.81286
-12 1.0250 0.81344 0.81966
-12 1.0750 0.82035 0.82633
-12 1.1250 0.82699 0.83281
-12 1.1750 0.83332 0.83914
-12 1.2250 0.83976 0.84539
-12 1.2750 0.84571 0.85122
-12 1.3250 0.85162 0.85703
-12 1.3750 0.85734 0.86237
-12 1.4250 0.86300 0.86776
-12 1.4750 0.86838 0.87291
-12 1.5250 0.87381 0.87791
-12 1.5750 0.87885 0.88269
-12 1.6250 0.88364 0.88751
-12 1.6750 0.88829 0.89214
-12 1.7250 0.89300 0.89649
-12 1.7750 0.89741 0.90059
-12 1.8250 0.90163 0.90475
-12 1.8750 0.90548 0.90862
-12 1.9250 0.90930 0.91231
-12 1.9750 0.91298 0.91577
-12 2.0250 0.91673 0.91921
-12 2.0750 0.91997 0.92233
-12 2.1250 0.92315 0.92555
-12 2.1750 0.92602 0.92856
-12 2.2250 0.92896 0.93134
-12 2.2750 0.93172 0.93385
-12 2.3250 0.93436 0.93625
-12 2.3750 0.93676 0.93844
-12 2.4250 0.93903 0.94072
-12 2.4750 0.94107 0.94284
-12 2.5250 0.94302 0.94495
-12 2.5750 0.94499 0.94665
-12 2.6250 0.94686 0.94839
-12 2.6750 0.94865 0.95000
-12 2.7250 0.95038 0.95155
-12 2.7750 0.95203 0.95303
-12 2.8250 0.95349 0.95453
-12 2.8750 0.95492 0.95595
-12 2.9250 0.95622 0.95733
-12 2.9750 0.95742 0.95879
-12 3.0250 0.95872 0.96011
-12 3.0750 0.95997 0.96126
-12 3.1250 0.96121 0.96231
-12 3.1750 0.96246 0.96331
-12 3.2250 0.96357 0.96427
-12 3.2750 0.96471 0.96526
-12 3.3250 0.96570 0.96622
-12 3.3750 0.96657 0.96717
-12 3.4250 0.96739 0.96814
-12 3.4750 0.96823 0.96907
-12 3.5250 0.96912 0.97003
-12 3.5750 0.96994 0.97079
-12 3.6250 0.97075 0.97149
-12 3.6750 0.97156 0.97219
-12 3.7250 0.97234 0.97284
-12 3.7750 0.97309 0.97347
-12 3.8250 0.97391 0.97415
-12 3.8750 0.97468 0.97481
-12 3.9250 0.97542 0.97545
-12 3.9750 0.97605 0.97602
-12 4.0250 0.97662 0.97666
-12 4.0750 0.97716 0.97731
-12 4.1250 0.97768 0.97791
-12 4.1750 0.97830 0.97853
-12 4.2250 0.97886 0.97912
-12 4.2750 0.97941 0.97967
-12 4.3250 0.97995 0.98011
-12 4.3750 0.98037 0.98049
-12 4.4250 0.98087 0.98100
-12 4.4750 0.98135 0.98150
-12 4.5250 0.98184 0.98193
-12 4.5750 0.98236 0.98235
-12 4.6250 0.98292 0.98276
-12 4.6750 0.98351 0.98326
-12 4.7250 0.98401 0.98367
-12 4.7750 0.98445 0.98401
-12 4.8250 0.98494 0.98441
-12 4.8750 0.98531 0.98482
-12 4.9250 0.98573 0.98531
-12 4.9750 0.98604 0.98576
-12 5.0250 0.98637 0.98617
-12 5.0750 0.98669 0.98649
-12 5.1250 0.98706 0.98688
-12 5.1750 0.98737 0.98733
-12 5.2250 0.98762 0.98771
-12 5.2750 0.98786 0.98807
-12 5.3250 0.98813 0.98828
-12 5.3750 0.98836 0.98856
-12 5.4250 0.98855 0.98882
-12 5.4750 0.98884 0.98908
-12 5.5250 0.98921 0.98938
-12 5.5750 0.98960 0.98960
-12 5.6250 0.98999 0.98981
-12 5.6750 0.99032 0.99004
-12 5.7250 0.99058 0.99019
-12 5.7750 0.99093 0.99043
-12 5.8250 0.99126 0.99062
-12 5.8750 0.99158 0.99085
-12 5.9250 0.99185 0.99109
-12 5.9750 0.99222 0.99146
-12 6.0250 0.99242 0.99162
-12 6.0750 0.99268 0.99178
-12 6.1250 0.99302 0.99210
-12 6.1750 0.99326 0.99236
-12 6.2250 0.99346 0.99259
-12 6.2750 0.99375 0.99292
-12 6.3250 0.99397 0.99316
-12 6.3750 0.99421 0.99343
-12 6.4250 0.99446 0.99380
-12 6.4750 0.99457 0.99408
-12 6.5250 0.99472 0.99434
-12 6.5750 0.99477 0.99456
-12 6.6250 0.99505 0.99494
-12 6.6750 0.99513 0.99509
-12 6.7250 0.99520 0.99523
-12 6.7750 0.99537 0.99551
-12 6.8250 0.99554 0.99569
-12 6.8750 0.99563 0.99579
-12 6.9250 0.99592 0.99614
-12 6.9750 0.99605 0.99628
-12 7.0250 0.99616 0.99635
-12 7.0750 0.99650 0.99660
-12 7.1250 0.99657 0.99667
-12 7.1750 0.99676 0.99684
-12 7.2250 0.99693 0.99690
-12 7.2750 0.99717 0.99710
-12 7.3250 0.99728 0.99729
-12 7.3750 0.99747 0.99751
-12 7.4250 0.99758 0.99765
-12 7.4750 0.99755 0.99768
-12 7.5250 0.99784 0.99791
-12 7.5750 0.99789 0.99787
-12 7.6250 0.99816 0.99802
-12 7.6750 0.99836 0.99805
-12 7.7250 0.99865 0.99819
-12 7.7750 0.99878 0.99819
-12 7.8250 0.99899 0.99831
-12 7.8750 0.99913 0.99836
-12 7.9250 0.99948 0.99853
-12 7.9750 0.99960 0.99849
-12 8.0250 0.99995 0.99869
-12 8.0750 1.00003 0.99868
-12 8.1250 1.00031 0.99895
-12 8.1750 1.00044 0.99913
-12 8.2250 1.00047 0.99932
-12 8.2750 1.00056 0.99957
-12 8.3250 1.00049 0.99954
-12 8.3750 1.00064 0.99974
-12 8.4250 1.00066 0.99978
-12 8.4750 1.00091 0.99999
-12 8.5250 1.00109 1.00015
-12 8.5750 1.00112 1.00030
-12 8.6250 1.00127 1.00061
-12 8.6750 1.00115 1.00063
-12 8.7250 1.00133 1.00093
-12 8.7750 1.00118 1.00089
-12 8.8250 1.00130 1.00114
-12 8.8750 1.00124 1.00123
-12 8.9250 1.00115 1.00121
-12 8.9750 1.00126 1.00125
-12 9.0250 1.00150 1.00135
-12 9.0750 1.00145 1.00126
-12 9.1250 1.00164 1.00143
-12 9.1750 1.00179 1.00160
-12 9.2250 1.00171 1.00154
-12 9.2750 1.00190 1.00167
-12 9.3250 1.00186 1.00160
-12 9.3750 1.00204 1.00176
-12 9.4250 1.00221 1.00189
-12 9.4750 1.00221 1.00175
-12 9.5250 1.00247 1.00186
-12 9.5750 1.00274 1.00198
-12 9.6250 1.00264 1.00179
-12 9.6750 1.00284 1.00190
-12 9.7250 1.00289 1.00189
-12 9.7750 1.00309 1.00202
-12 9.8250 1.00302 1.00187
-12 9.8750 1.00325 1.00205
-12 9.9250 1.00348 1.00229
-12 9.9750 1.00341 1.00220
-12 11.0000 1.00563 1.00325
-12 12.0000 1.00486 1.00466
-12 13.0000 1.00550 1.00450
-12 14.0000 1.00709 1.00536
-12 15.0000 1.01020 1.00660
-12 16.0000 1.01004 1.00900
-12 17.0000 1.00967 1.00852
-12 18.0000 1.00667 1.00650
-12 19.0000 1.00530 1.00523
-12 20.0000 1.00548 1.00585
14 0.0250 0.00000 0.00000
14 0.0750 0.00000 0.00000
14 0.1250 0.00000 0.00000
14 0.1750 0.47116 0.49117
14 0.2250 0.47568 0.48708
14 0.2750 0.59039 0.60252
14 0.3250 0.63045 0.64144
14 0.3750 0.71624 0.72684
14 0.4250 0.75750 0.76615
14 0.4750 0.81738 0.82471
14 0.5250 0.85137 0.85570
14 0.5750 0.89415 0.89781
14 0.6250 0.91993 0.92139
14 0.6750 0.95069 0.95109
14 0.7250 0.96921 0.96838
14 0.7750 0.99048 0.98785
14 0.8250 1.00309 0.99974
14 0.8750 1.01633 1.01222
14 0.9250 1.02421 1.01970
14 0.9750 1.03111 1.02588
14 1.0250 1.03560 1.03034
14 1.0750 1.03836 1.03319
14 1.1250 1.04097 1.03588
14 1.1750 1.04211 1.03712
14 1.2250 1.04484 1.03950
14 1.2750 1.04439 1.03923
14 1.3250 1.03803 1.03387
14 1.3750 1.03705 1.03237
14 1.4250 1.04430 1.03779
14 1.4750 1.04887 1.04287
14 1.5250 1.05128 1.04719
14 1.5750 1.05218 1.04826
14 1.6250 1.05267 1.04813
14 1.6750 1.05278 1.04863
14 1.7250 1.05258 1.04953
14 1.7750 1.05197 1.04943
14 1.8250 1.05129 1.04881
14 1.8750 1.05066 1.04809
14 1.9250 1.04989 1.04737
14 1.9750 1.04918 1.04675
14 2.0250 1.04840 1.04610
14 2.0750 1.04788 1.04559
14 2.1250 1.04735 1.04502
14 2.1750 1.04680 1.04443
14 2.2250 1.04622 1.04390
14 2.2750 1.04562 1.04351
14 2.3250 1.04508 1.04297
14 2.3750 1.04470 1.04255
14 2.4250 1.04427 1.04209
14 2.4750 1.04394 1.04164
14 2.5250 1.04347 1.04123
14 2.5750 1.04303 1.04092
14 2.6250 1.04260 1.04061
14 2.6750 1.04220 1.04020
14 2.7250 1.04183 1.03987
14 2.7750 1.04156 1.03947
14 2.8250 1.04127 1.03915
14 2.8750 1.04105 1.03885
14 2.9250 1.04069 1.03852
14 2.9750 1.04041 1.03826
14 3.0250 1.04005 1.03808
14 3.0750 1.03973 1.03791
14 3.1250 1.03943 1.03769
14 3.1750 1.03915 1.03740
14 3.2250 1.03891 1.03710
14 3.2750 1.03868 1.03678
14 3.3250 1.03857 1.03657
14 3.3750 1.03841 1.03628
14 3.4250 1.03820 1.03607
14 3.4750 1.03791 1.03586
14 3.5250 1.03761 1.03576
14 3.5750 1.03738 1.03565
14 3.6250 1.03714 1.03557
14 3.6750 1.03693 1.03537
14 3.7250 1.03673 1.03513
14 3.7750 1.03647 1.03489
14 3.8250 1.03628 1.03471
14 3.8750 1.03618 1.03454
14 3.9250 1.03610 1.03446
14 3.9750 1.03588 1.03426
14 4.0250 1.03569 1.03409
14 4.0750 1.03562 1.03399
14 4.1250 1.03539 1.03379
14 4.1750 1.03527 1.03370
14 4.2250 1.03504 1.03351
14 4.2750 1.03486 1.03339
14 4.3250 1.03484 1.03339
14 4.3750 1.03461 1.03317
14 4.4250 1.03444 1.03292
14 4.4750 1.03441 1.03283
14 4.5250 1.03410 1.03251
14 4.5750 1.03400 1.03240
14 4.6250 1.03389 1.03226
14 4.6750 1.03388 1.03222
14 4.7250 1.03373 1.03202
14 4.7750 1.03365 1.03184
14 4.8250 1.03366 1.03176
14 4.8750 1.03358 1.03161
14 4.9250 1.03351 1.03154
14 4.9750 1.03338 1.03139
14 5.0250 1.03337 1.03130
14 5.0750 1.03321 1.03120
14 5.1250 1.03309 1.03118
14 5.1750 1.03283 1.03111
14 5.2250 1.03275 1.03109
14 5.2750 1.03269 1.03104
14 5.3250 1.03246 1.03096
14 5.3750 1.03239 1.03103
14 5.4250 1.03219 1.03091
14 5.4750 1.03201 1.03074
14 5.5250 1.03192 1.03062
14 5.5750 1.03181 1.03048
14 5.6250 1.03173 1.03041
14 5.6750 1.03175 1.03041
14 5.7250 1.03167 1.03022
14 5.7750 1.03161 1.03006
14 5.8250 1.03153 1.02995
14 5.8750 1.03157 1.02995
14 5.9250 1.03147 1.02978
14 5.9750 1.03137 1.02955
14 6.0250 1.03135 1.02948
14 6.0750 1.03120 1.02931
14 6.1250 1.03125 1.02933
14 6.1750 1.03130 1.02935
14 6.2250 1.03120 1.02923
14 6.2750 1.03107 1.02913
14 6.3250 1.03117 1.02926
14 6.3750 1.03099 1.02916
14 6.4250 1.03097 1.02914
14 6.4750 1.03082 1.02901
14 6.5250 1.03080 1.02910
14 6.5750 1.03082 1.02918
14 6.6250 1.03069 1.02907
14 6.6750 1.03049 1.02902
14 6.7250 1.03047 1.02912
14 6.7750 1.03038 1.02907
14 6.8250 1.03043 1.02906
14 6.8750 1.03023 1.02887
14 6.9250 1.03021 1.02879
14 6.9750 1.03003 1.02853
14 7.0250 1.03019 1.02864
14 7.0750 1.02999 1.02844
14 7.1250 1.03002 1.02849
14 7.1750 1.02987 1.02838
14 7.2250 1.02984 1.02851
14 7.2750 1.02964 1.02843
14 7.3250 1.02943 1.02824
14 7.3750 1.02961 1.02839
14 7.4250 1.02945 1.02820
14 7.4750 1.02965 1.02832
14 7.5250 1.02946 1.02810
14 7.5750 1.02948 1.02807
14 7.6250 1.02941 1.02795
14 7.6750 1.02945 1.02794
14 7.7250 1.02926 1.02769
14 7.7750 1.02930 1.02776
14 7.8250 1.02912 1.02760
14 7.8750 1.02909 1.02758
14 7.9250 1.02893 1.02746
14 7.9750 1.02911 1.02756
14 8.0250 1.02893 1.02729
14 8.0750 1.02921 1.02745
14 8.1250 1.02902 1.02719
14 8.1750 1.02910 1.02719
14 8.2250 1.02904 1.02707
14 8.2750 1.02903 1.02710
14 8.3250 1.02911 1.02725
14 8.3750 1.02890 1.02706
14 8.4250 1.02905 1.02710
14 8.4750 1.02890 1.02692
14 8.5250 1.02892 1.02701
14 8.5750 1.02875 1.02694
14 8.6250 1.02889 1.02715
