131 1.31	0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
   12     0.025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   12     0.075	0.00624	0.00519	0.00427	0.00348	0.00280	0.00222	0.00172	0.00131	0.00096
   12     0.125	0.04418	0.03898	0.03427	0.03003	0.02621	0.02278	0.01970	0.01694	0.01449
   12     0.175	0.13409	0.12242	0.11133	0.10085	0.09104	0.08194	0.07349	0.06573	0.05858
   12     0.225	0.26082	0.24694	0.23228	0.21702	0.20162	0.18643	0.17170	0.15755	0.14409
   12     0.275	0.39129	0.37778	0.36355	0.34859	0.33298	0.31672	0.29977	0.28219	0.26430
   12     0.325	0.51612	0.50299	0.48912	0.47466	0.45955	0.44374	0.42740	0.41042	0.39282
   12     0.375	0.63111	0.61825	0.60486	0.59078	0.57614	0.56086	0.54501	0.52862	0.51162
   12     0.425	0.73415	0.72170	0.70868	0.69498	0.68085	0.66602	0.65073	0.63483	0.61843
   12     0.475	0.82488	0.81283	0.80012	0.78693	0.77317	0.75878	0.74401	0.72865	0.71273
   12     0.525	0.90374	0.89195	0.87978	0.86688	0.85350	0.83965	0.82531	0.81038	0.79506
   12     0.575	0.97163	0.96013	0.94829	0.93588	0.92289	0.90939	0.89547	0.88113	0.86627
   12     0.625	1.02964	1.01848	1.00696	0.99490	0.98233	0.96928	0.95572	0.94169	0.92739
   12     0.675	1.07894	1.06819	1.05695	1.04519	1.03300	1.02034	1.00718	0.99360	0.97962
   12     0.725	1.12072	1.11024	1.09933	1.08789	1.07603	1.06365	1.05092	1.03776	1.02414
   12     0.775	1.15613	1.14585	1.13514	1.12400	1.11244	1.10042	1.08802	1.07515	1.06197
   12     0.825	1.18572	1.17568	1.16528	1.15435	1.14304	1.13136	1.11929	1.10681	1.09397
   12     0.875	1.21055	1.20076	1.19061	1.17998	1.16899	1.15758	1.14573	1.13357	1.12103
   12     0.925	1.23130	1.22175	1.21183	1.20149	1.19079	1.17960	1.16807	1.15621	1.14396
   12     0.975	1.24855	1.23919	1.22941	1.21925	1.20876	1.19790	1.18666	1.17511	1.16319
   12     1.025	1.26295	1.25378	1.24425	1.23437	1.22406	1.21333	1.20228	1.19088	1.17915
   12     1.075	1.27483	1.26582	1.25639	1.24657	1.23655	1.22617	1.21538	1.20426	1.19283
   12     1.125	1.28441	1.27568	1.26651	1.25693	1.24707	1.23679	1.22611	1.21509	1.20400
   12     1.175	1.29248	1.28377	1.27474	1.26526	1.25539	1.24540	1.23507	1.22441	1.21339
   12     1.225	1.29882	1.29019	1.28123	1.27209	1.26256	1.25264	1.24240	1.23176	1.22099
   12     1.275	1.30373	1.29540	1.28671	1.27758	1.26809	1.25828	1.24831	1.23804	1.22745
   12     1.325	1.30788	1.29957	1.29085	1.28175	1.27261	1.26307	1.25323	1.24295	1.23236
   12     1.375	1.31080	1.30256	1.29412	1.28536	1.27625	1.26672	1.25675	1.24685	1.23663
   12     1.425	1.31296	1.30504	1.29668	1.28788	1.27874	1.26940	1.25994	1.25010	1.23984
   12     1.475	1.31474	1.30683	1.29838	1.28963	1.28078	1.27172	1.26219	1.25224	1.24235
   12     1.525	1.31574	1.30769	1.29933	1.29102	1.28230	1.27318	1.26358	1.25414	1.24430
   12     1.575	1.31614	1.30819	1.30026	1.29191	1.28316	1.27393	1.26485	1.25537	1.24546
   12     1.625	1.31617	1.30861	1.30068	1.29223	1.28343	1.27472	1.26561	1.25606	1.24647
   12     1.675	1.31599	1.30852	1.30038	1.29196	1.28364	1.27491	1.26569	1.25643	1.24697
   12     1.725	1.31564	1.30795	1.29988	1.29189	1.28352	1.27469	1.26569	1.25663	1.24708
   12     1.775	1.31482	1.30724	1.29937	1.29145	1.28298	1.27425	1.26551	1.25635	1.24678
   12     1.825	1.31381	1.30617	1.29859	1.29052	1.28201	1.27377	1.26494	1.25566	1.24654
   12     1.875	1.31265	1.30534	1.29759	1.28932	1.28140	1.27306	1.26413	1.25516	1.24597
   12     1.925	1.31145	1.30443	1.29622	1.28817	1.28055	1.27218	1.26322	1.25421	1.24508
   12     1.975	1.31044	1.30304	1.29467	1.28703	1.27944	1.27078	1.26217	1.25322	1.24410
   12     2.025	1.30869	1.30133	1.29344	1.28591	1.27791	1.26961	1.26111	1.25217	1.24332
   12     2.075	1.30676	1.29946	1.29236	1.28471	1.27612	1.26837	1.25991	1.25109	1.24230
