0.17     -1     0      0
0.17     -1     0.0177387      22.1041
0.17     -1     0.0317774      84.2288
0.17     -1     0.0433964      184.758
0.17     -1     0.0533084      291.671
0.17     -1     0.0619513      397.241
0.17     -1     0.0696136      515.158
0.17     -1     0.0764952      608.646
0.17     -1     0.0827406      734.075
0.17     -1     0.0884576      832.466
0.17     -1     0.0937287      862.896
0.17     -1     0.0986184      876.975
0.17     -1     0.103178      880.097
0.17     -1     0.10745      891.289
0.17     -1     0.111467      834.317
0.17     -1     0.11526      773.908
0.17     -1     0.11885      702.835
0.17     -1     0.12226      617.6
0.17     -1     0.125506      731.257
0.17     -1     0.128603      552.649
0.17     -1     0.131565      422.26
0.17     -1     0.134402      330.653
0.17     -1     0.137125      301.735
0.17     -1     0.139743      226.017
0.17     -1     0.142263      137.14
0.17     -1     0.144692      98.4453
0.17     -1     0.147037      53.7308
0.17     -1     0.149304      22.3354
0.17     -1     0.151497      6.63138
0.17     -1     0.153621      0.81573
0.17     -1     0.15568      0
0.17     -0.634788     0      0
0.17     -0.634788     0.0177387      19.388
0.17     -0.634788     0.0317774      73.6927
0.17     -0.634788     0.0433964      161.674
0.17     -0.634788     0.0533084      264.329
0.17     -0.634788     0.0619513      375.266
0.17     -0.634788     0.0696136      489.237
0.17     -0.634788     0.0764952      584.233
0.17     -0.634788     0.0827406      698.72
0.17     -0.634788     0.0884576      797.227
0.17     -0.634788     0.0937287      854.326
0.17     -0.634788     0.0986184      887.353
0.17     -0.634788     0.103178      883.568
0.17     -0.634788     0.10745      887
0.17     -0.634788     0.111467      849.291
0.17     -0.634788     0.11526      805.87
0.17     -0.634788     0.11885      745.182
0.17     -0.634788     0.12226      683.294
0.17     -0.634788     0.125506      827.195
0.17     -0.634788     0.128603      627.236
0.17     -0.634788     0.131565      477.128
0.17     -0.634788     0.134402      373.741
0.17     -0.634788     0.137125      353.594
0.17     -0.634788     0.139743      272.124
0.17     -0.634788     0.142263      164.97
0.17     -0.634788     0.144692      125.164
0.17     -0.634788     0.147037      70.7623
0.17     -0.634788     0.149304      30.5357
0.17     -0.634788     0.151497      9.64821
0.17     -0.634788     0.153621      1.30404
0.17     -0.634788     0.15568      0
0.17     -0.406307     0      0
0.17     -0.406307     0.0177387      17.7211
0.17     -0.406307     0.0317774      67.0127
0.17     -0.406307     0.0433964      147.378
0.17     -0.406307     0.0533084      245.295
0.17     -0.406307     0.0619513      356.571
0.17     -0.406307     0.0696136      473.797
0.17     -0.406307     0.0764952      570.309
0.17     -0.406307     0.0827406      673.874
0.17     -0.406307     0.0884576      787.713
0.17     -0.406307     0.0937287      846.83
0.17     -0.406307     0.0986184      886.039
0.17     -0.406307     0.103178      888.081
0.17     -0.406307     0.10745      897.116
0.17     -0.406307     0.111467      855.854
0.17     -0.406307     0.11526      814.837
0.17     -0.406307     0.11885      765.353
0.17     -0.406307     0.12226      706.801
0.17     -0.406307     0.125506      874.135
0.17     -0.406307     0.128603      680.04
0.17     -0.406307     0.131565      525.934
0.17     -0.406307     0.134402      411.516
0.17     -0.406307     0.137125      391.233
0.17     -0.406307     0.139743      303.876
0.17     -0.406307     0.142263      184.778
0.17     -0.406307     0.144692      140.231
0.17     -0.406307     0.147037      79.3397
0.17     -0.406307     0.149304      34.6061
0.17     -0.406307     0.151497      11.0269
0.17     -0.406307     0.153621      1.48483
0.17     -0.406307     0.15568      0
0.17     -0.239626     0      0
0.17     -0.239626     0.0177387      16.4903
0.17     -0.239626     0.0317774      62.0332
0.17     -0.239626     0.0433964      136.662
0.17     -0.239626     0.0533084      230.111
0.17     -0.239626     0.0619513      343.332
0.17     -0.239626     0.0696136      459.381
0.17     -0.239626     0.0764952      557.637
0.17     -0.239626     0.0827406      655.446
0.17     -0.239626     0.0884576      772.274
0.17     -0.239626     0.0937287      849.714
0.17     -0.239626     0.0986184      894.942
0.17     -0.239626     0.103178      893.775
0.17     -0.239626     0.10745      903.35
0.17     -0.239626     0.111467      861.783
0.17     -0.239626     0.11526      822.632
0.17     -0.239626     0.11885      775.05
0.17     -0.239626     0.12226      719.585
0.17     -0.239626     0.125506      899.12
0.17     -0.239626     0.128603      709.827
0.17     -0.239626     0.131565      560.539
0.17     -0.239626     0.134402      442.204
0.17     -0.239626     0.137125      420.092
0.17     -0.239626     0.139743      324.335
0.17     -0.239626     0.142263      197.256
0.17     -0.239626     0.144692      147.878
0.17     -0.239626     0.147037      82.983
0.17     -0.239626     0.149304      35.9803
0.17     -0.239626     0.151497      11.4119
0.17     -0.239626     0.153621      1.55758
0.17     -0.239626     0.15568      0
0.17     -0.108332     0      0
0.17     -0.108332     0.0177387      15.5119
0.17     -0.108332     0.0317774      58.0481
0.17     -0.108332     0.0433964      128.085
0.17     -0.108332     0.0533084      217.211
0.17     -0.108332     0.0619513      330.61
0.17     -0.108332     0.0696136      449.761
0.17     -0.108332     0.0764952      545.275
0.17     -0.108332     0.0827406      641.781
0.17     -0.108332     0.0884576      758.712
0.17     -0.108332     0.0937287      850.158
0.17     -0.108332     0.0986184      902.669
0.17     -0.108332     0.103178      904.821
0.17     -0.108332     0.10745      916.291
0.17     -0.108332     0.111467      871.455
0.17     -0.108332     0.11526      826.284
0.17     -0.108332     0.11885      780.556
0.17     -0.108332     0.12226      731.081
0.17     -0.108332     0.125506      914.221
0.17     -0.108332     0.128603      727.687
0.17     -0.108332     0.131565      580.591
0.17     -0.108332     0.134402      467.303
0.17     -0.108332     0.137125      447.719
0.17     -0.108332     0.139743      340.187
0.17     -0.108332     0.142263      206.23
0.17     -0.108332     0.144692      153.32
0.17     -0.108332     0.147037      85.3708
0.17     -0.108332     0.149304      36.7785
0.17     -0.108332     0.151497      11.6004
0.17     -0.108332     0.153621      1.61963
0.17     -0.108332     0.15568      0
0.17     -2e-20     0      0
0.17     -2e-20     0.0177387      14.6992
0.17     -2e-20     0.0317774      54.781
0.17     -2e-20     0.0433964      121.357
0.17     -2e-20     0.0533084      206.016
0.17     -2e-20     0.0619513      318.459
0.17     -2e-20     0.0696136      440.308
0.17     -2e-20     0.0764952      537.184
