121 1.21	0.195	0.205	0.215	0.225	0.235	0.245	0.255	0.265	0.275
   12     0.025	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
   12     0.075	0.00623	0.00518	0.00426	0.00347	0.00280	0.00221	0.00172	0.00130	0.00096
   12     0.125	0.04387	0.03871	0.03405	0.02984	0.02605	0.02264	0.01959	0.01685	0.01441
   12     0.175	0.13234	0.12085	0.10992	0.09960	0.08994	0.08097	0.07265	0.06500	0.05795
   12     0.225	0.25583	0.24221	0.22784	0.21290	0.19784	0.18299	0.16857	0.15474	0.14157
   12     0.275	0.38166	0.36843	0.35451	0.33989	0.32466	0.30880	0.29230	0.27520	0.25782
   12     0.325	0.50077	0.48794	0.47440	0.46030	0.44558	0.43019	0.41430	0.39782	0.38074
   12     0.375	0.60928	0.59674	0.58370	0.56999	0.55576	0.54092	0.52554	0.50965	0.49319
   12     0.425	0.70543	0.69331	0.68066	0.66735	0.65363	0.63925	0.62445	0.60906	0.59322
   12     0.475	0.78914	0.77744	0.76510	0.75231	0.73898	0.72506	0.71077	0.69594	0.68058
   12     0.525	0.86106	0.84963	0.83784	0.82535	0.81241	0.79903	0.78520	0.77079	0.75604
   12     0.575	0.92228	0.91114	0.89968	0.88769	0.87514	0.86212	0.84870	0.83490	0.82061
   12     0.625	0.97397	0.96317	0.95204	0.94040	0.92828	0.91570	0.90265	0.88916	0.87542
   12     0.675	1.01736	1.00697	0.99612	0.98479	0.97304	0.96086	0.94821	0.93516	0.92175
   12     0.725	1.05369	1.04357	1.03305	1.02203	1.01062	0.99871	0.98649	0.97386	0.96080
   12     0.775	1.08410	1.07418	1.06385	1.05312	1.04201	1.03046	1.01856	1.00622	0.99360
   12     0.825	1.10912	1.09945	1.08943	1.07891	1.06804	1.05683	1.04525	1.03329	1.02101
   12     0.875	1.12983	1.12040	1.11063	1.10040	1.08984	1.07888	1.06753	1.05588	1.04389
   12     0.925	1.14686	1.13765	1.12810	1.11816	1.10788	1.09715	1.08610	1.07474	1.06303
   12     0.975	1.16075	1.15174	1.14232	1.13255	1.12247	1.11205	1.10129	1.09024	1.07885
   12     1.025	1.17214	1.16329	1.15412	1.14463	1.13472	1.12444	1.11385	1.10294	1.09173
   12     1.075	1.18130	1.17262	1.16355	1.15411	1.14448	1.13452	1.12420	1.11356	1.10263
   12     1.125	1.18846	1.18006	1.17122	1.16202	1.15255	1.14269	1.13245	1.12191	1.11132
   12     1.175	1.19437	1.18597	1.17727	1.16816	1.15868	1.14910	1.13920	1.12901	1.11847
   12     1.225	1.19877	1.19044	1.18182	1.17303	1.16388	1.15436	1.14454	1.13436	1.12407
   12     1.275	1.20196	1.19393	1.18556	1.17677	1.16765	1.15823	1.14869	1.13886	1.12873
   12     1.325	1.20456	1.19654	1.18814	1.17938	1.17060	1.16144	1.15200	1.14217	1.13204
   12     1.375	1.20610	1.19815	1.19001	1.18159	1.17283	1.16367	1.15411	1.14464	1.13487
   12     1.425	1.20703	1.19939	1.19133	1.18286	1.17406	1.16510	1.15602	1.14659	1.13678
   12     1.475	1.20772	1.20008	1.19193	1.18349	1.17499	1.16628	1.15714	1.14760	1.13814
   12     1.525	1.20774	1.19997	1.19189	1.18388	1.17550	1.16673	1.15751	1.14847	1.13905
   12     1.575	1.20728	1.19959	1.19194	1.18389	1.17546	1.16659	1.15787	1.14878	1.13929
   12     1.625	1.20653	1.19922	1.19157	1.18342	1.17494	1.16656	1.15781	1.14865	1.13947
   12     1.675	1.20567	1.19844	1.19058	1.18244	1.17444	1.16603	1.15718	1.14829	1.13923
   12     1.725	1.20470	1.19726	1.18945	1.18174	1.17368	1.16518	1.15652	1.14783	1.13868
   12     1.775	1.20334	1.19600	1.18839	1.18075	1.17258	1.16417	1.15577	1.14697	1.13780
   12     1.825	1.20184	1.19445	1.18712	1.17932	1.17111	1.16318	1.15469	1.14576	1.13703
   12     1.875	1.20026	1.19319	1.18568	1.17767	1.17005	1.16202	1.15341	1.14480	1.13598
   12     1.925	1.19868	1.19189	1.18392	1.17614	1.16879	1.16073	1.15210	1.14343	1.13467
   12     1.975	1.19733	1.19016	1.18204	1.17465	1.16733	1.15897	1.15069	1.14207	1.13332
   12     2.025	1.19530	1.18815	1.18050	1.17323	1.16550	1.15749	1.14930	1.14070	1.13221
   12     2.075	1.19312	1.18601	1.17915	1.17176	1.16345	1.15597	1.14782	1.13933	1.13089
   12     2.125	1.19123	1.18402	1.17759	1.17000	1.16207	1.15410	1.14608	1.13799	1.12936
   12     2.175	1.18948	1.18257	1.17565	1.16795	1.16038	1.15264	1.14432	1.13638	1.12782
   12     2.225	1.18741	1.18118	1.17357	1.16602	1.15888	1.15086	1.14293	1.13470	1.12627
   12     2.275	1.18554	1.17915	1.17180	1.16436	1.15710	1.14926	1.14142	1.13294	1.12465
   12     2.325	1.18390	1.17711	1.16972	1.16299	1.15529	1.14740	1.13969	1.13134	1.12329
   12     2.375	1.18247	1.17516	1.16799	1.16130	1.15336	1.14587	1.13778	1.12994	1.12170
   12     2.425	1.18026	1.17345	1.16647	1.15927	1.15158	1.14422	1.13616	1.12834	1.12013
   12     2.475	1.17850	1.17109	1.16505	1.15734	1.14999	1.14252	1.13467	1.12673	1.11820
   12     2.525	1.17658	1.16961	1.16291	1.15548	1.14833	1.14089	1.13297	1.12518	1.11684
   12     2.575	1.17453	1.16815	1.16125	1.15371	1.14689	1.13884	1.13139	1.12332	1.11557
