0.12	-1	0	0
0.12	-1	-0.000283149	0
0.12	-1	-0.000507238	0
0.12	-1	-0.000692703	0
0.12	-1	-0.00085092	0
0.12	-1	-0.000988881	0
0.12	-1	-0.00111119	0
0.12	-1	-0.00122103	0
0.12	-1	-0.00132073	0
0.12	-1	-0.00141198	0
0.12	-1	-0.00149612	0
0.12	-1	-0.00157417	0
0.12	-1	-0.00164695	0
0.12	-1	-0.00171514	0
0.12	-1	-0.00177927	0
0.12	-1	-0.0018398	0
0.12	-1	-0.00189712	0
0.12	-1	-0.00195154	0
0.12	-1	-0.00200336	0
0.12	-1	-0.0020528	0
0.12	-1	-0.00210007	0
0.12	-1	-0.00214536	0
0.12	-1	-0.00218882	0
0.12	-1	-0.0022306	0
0.12	-1	-0.00227083	0
0.12	-1	-0.00230961	0
0.12	-1	-0.00234704	0
0.12	-1	-0.00238322	0
0.12	-1	-0.00241822	0
0.12	-1	-0.00245213	0
0.12	-1	-0.002485	0
0.12	-0.634788	0	0
0.12	-0.634788	-0.000283149	0
0.12	-0.634788	-0.000507238	0
0.12	-0.634788	-0.000692703	0
0.12	-0.634788	-0.00085092	0
0.12	-0.634788	-0.000988881	0
0.12	-0.634788	-0.00111119	0
0.12	-0.634788	-0.00122103	0
0.12	-0.634788	-0.00132073	0
0.12	-0.634788	-0.00141198	0
0.12	-0.634788	-0.00149612	0
0.12	-0.634788	-0.00157417	0
0.12	-0.634788	-0.00164695	0
0.12	-0.634788	-0.00171514	0
0.12	-0.634788	-0.00177927	0
0.12	-0.634788	-0.0018398	0
0.12	-0.634788	-0.00189712	0
0.12	-0.634788	-0.00195154	0
0.12	-0.634788	-0.00200336	0
0.12	-0.634788	-0.0020528	0
0.12	-0.634788	-0.00210007	0
0.12	-0.634788	-0.00214536	0
0.12	-0.634788	-0.00218882	0
0.12	-0.634788	-0.0022306	0
0.12	-0.634788	-0.00227083	0
0.12	-0.634788	-0.00230961	0
0.12	-0.634788	-0.00234704	0
0.12	-0.634788	-0.00238322	0
0.12	-0.634788	-0.00241822	0
0.12	-0.634788	-0.00245213	0
0.12	-0.634788	-0.002485	0
0.12	-0.406307	0	0
0.12	-0.406307	-0.000283149	0
0.12	-0.406307	-0.000507238	0
0.12	-0.406307	-0.000692703	0
0.12	-0.406307	-0.00085092	0
0.12	-0.406307	-0.000988881	0
0.12	-0.406307	-0.00111119	0
0.12	-0.406307	-0.00122103	0
0.12	-0.406307	-0.00132073	0
0.12	-0.406307	-0.00141198	0
0.12	-0.406307	-0.00149612	0
0.12	-0.406307	-0.00157417	0
0.12	-0.406307	-0.00164695	0
0.12	-0.406307	-0.00171514	0
0.12	-0.406307	-0.00177927	0
0.12	-0.406307	-0.0018398	0
0.12	-0.406307	-0.00189712	0
0.12	-0.406307	-0.00195154	0
0.12	-0.406307	-0.00200336	0
0.12	-0.406307	-0.0020528	0
0.12	-0.406307	-0.00210007	0
0.12	-0.406307	-0.00214536	0
0.12	-0.406307	-0.00218882	0
0.12	-0.406307	-0.0022306	0
0.12	-0.406307	-0.00227083	0
0.12	-0.406307	-0.00230961	0
0.12	-0.406307	-0.00234704	0
0.12	-0.406307	-0.00238322	0
0.12	-0.406307	-0.00241822	0
0.12	-0.406307	-0.00245213	0
0.12	-0.406307	-0.002485	0
0.12	-0.239626	0	0
0.12	-0.239626	-0.000283149	0
0.12	-0.239626	-0.000507238	0
0.12	-0.239626	-0.000692703	0
0.12	-0.239626	-0.00085092	0
0.12	-0.239626	-0.000988881	0
0.12	-0.239626	-0.00111119	0
0.12	-0.239626	-0.00122103	0
0.12	-0.239626	-0.00132073	0
0.12	-0.239626	-0.00141198	0
0.12	-0.239626	-0.00149612	0
0.12	-0.239626	-0.00157417	0
0.12	-0.239626	-0.00164695	0
0.12	-0.239626	-0.00171514	0
0.12	-0.239626	-0.00177927	0
0.12	-0.239626	-0.0018398	0
0.12	-0.239626	-0.00189712	0
0.12	-0.239626	-0.00195154	0
0.12	-0.239626	-0.00200336	0
0.12	-0.239626	-0.0020528	0
0.12	-0.239626	-0.00210007	0
0.12	-0.239626	-0.00214536	0
0.12	-0.239626	-0.00218882	0
0.12	-0.239626	-0.0022306	0
0.12	-0.239626	-0.00227083	0
0.12	-0.239626	-0.00230961	0
0.12	-0.239626	-0.00234704	0
0.12	-0.239626	-0.00238322	0
0.12	-0.239626	-0.00241822	0
0.12	-0.239626	-0.00245213	0
0.12	-0.239626	-0.002485	0
0.12	-0.108332	0	0
0.12	-0.108332	-0.000283149	0
0.12	-0.108332	-0.000507238	0
0.12	-0.108332	-0.000692703	0
0.12	-0.108332	-0.00085092	0
0.12	-0.108332	-0.000988881	0
0.12	-0.108332	-0.00111119	0
0.12	-0.108332	-0.00122103	0
0.12	-0.108332	-0.00132073	0
0.12	-0.108332	-0.00141198	0
0.12	-0.108332	-0.00149612	0
0.12	-0.108332	-0.00157417	0
0.12	-0.108332	-0.00164695	0
0.12	-0.108332	-0.00171514	0
0.12	-0.108332	-0.00177927	0
