 12    0.025000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.075000      0.0013      0.0015      0.0023      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.125000      0.0188      0.0197      0.0225      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.175000      0.0726      0.0732      0.0769      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.225000      0.1598      0.1589      0.1638      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.275000      0.2573      0.2539      0.2612      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.325000      0.3514      0.3469      0.3555      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.375000      0.4374      0.4319      0.4413      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.425000      0.5136      0.5072      0.5170      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.475000      0.5795      0.5725      0.5826      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.525000      0.6354      0.6283      0.6378      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.575000      0.6820      0.6753      0.6854      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.625000      0.7214      0.7147      0.7235      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.675000      0.7542      0.7470      0.7563      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.725000      0.7811      0.7729      0.7835      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.775000      0.8023      0.7952      0.8061      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.825000      0.8202      0.8134      0.8226      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.875000      0.8351      0.8281      0.8370      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.925000      0.8478      0.8404      0.8488      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.975000      0.8572      0.8491      0.8593      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.025000      0.8641      0.8576      0.8669      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.075000      0.8709      0.8634      0.8724      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.125000      0.8749      0.8690      0.8760      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
