 12    0.025000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.075000      0.0243      0.0325      0.0371      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.125000      0.1342      0.1528      0.1608      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.175000      0.3058      0.3297      0.3434      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.225000      0.4851      0.5062      0.5235      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.275000      0.6585      0.6763      0.6941      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.325000      0.8465      0.8722      0.8847      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.375000      1.0604      1.0857      1.0892      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.425000      1.2675      1.3263      1.3179      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.475000      1.5018      1.5443      1.5297      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.525000      1.7722      1.8564      1.8005      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.575000      1.9888      2.0507      2.0346      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.625000      2.2350      2.3062      2.2643      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.675000      2.4748      2.4850      2.5592      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.725000      2.8757      2.9196      2.8846      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.775000      3.0445      3.0405      3.1108      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.825000      3.4038      3.3143      3.3817      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.875000      3.5242      3.5820      3.6348      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.925000      3.7431      3.9422      3.8904      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    0.975000      4.0963      4.3917      4.1022      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.025000      4.4137      4.7177      4.5632      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.075000      4.6561      4.8084      4.9917      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.125000      5.1542      5.0139      4.9980      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.175000      5.1156      5.3204      5.3548      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.225000      5.3406      5.6793      5.5357      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.275000      6.0965      5.8200      5.8528      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.325000      6.0256      6.0075      6.0520      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.375000      7.0124      6.3932      6.3740      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.425000      6.5136      6.7010      6.8295      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.475000      6.9990      7.1886      6.9010      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.525000      7.2224      7.2568      7.3054      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
 12    1.575000      7.2774      8.0784      7.6517      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
